0.00		 -4.852188		119.133
0.01		 22.327240		115.986
0.02		 49.553699		116.154
0.03		 70.719421		116.487
0.04		 50.610107		113.398
0.05		 39.974976		116.899
0.06		 26.717476		119.358
0.07		 38.586235		119.382
0.08		 65.508133		117.271
0.09		 49.851044		124.215
0.10		 35.622307		119.883
0.11		  3.129501		119.262
0.12		 20.209698		117.013
0.13		 41.473324		120.653
0.14		 38.869102		121.248
0.15		 31.841995		121.748
0.16		 15.276680		123.429
0.17		 14.651268		118.696
0.18		 17.561687		119.463
0.19		 19.846386		114.706
0.20		 30.697823		119.28
0.21		 71.707230		116.646
0.22		 74.739113		116.082
0.23		 56.940285		120.698
0.24		 22.504807		125.288
0.25		 15.409153		126.289
0.26		  9.139645		127.245
0.27		 15.846363		123.004
0.28		 19.529259		116.624
0.29		 16.295105		113.611
0.30		 23.838436		113.863
0.31		 14.683079		116.43
0.32		 15.860863		119.104
0.33		 17.519073		126.587
0.34		 51.464703		124.249
0.35		 35.973045		127.271
0.36		 39.878696		121.081
0.37		 42.873001		117.586
0.38		 38.515289		118.78
0.39		 11.219845		120.606
0.40		 14.953758		123.886
0.41		 35.886261		122.654
0.42		 16.603313		119.525
0.43		 14.169914		114.808
0.44		 12.729149		114.362
0.45		 19.286671		110.934
0.46		 13.330139		113.388
0.47		 19.149387		113.844
0.48		 29.822182		117.686
0.49		 19.067841		119.547
0.50		 11.729435		120.733
0.51		 12.108788		121.415
0.52		 43.964836		118.94
0.53		 37.027954		121.294
0.54		 23.225555		121.366
0.55		  7.866734		125.523
0.56		  7.324375		117.771
0.57		 23.763737		113.855
0.58		 39.606983		111.806
0.59		 17.842648		112.967
0.60		  9.996735		114.977
0.61		 32.886269		118.573
0.62		 31.618515		121.076
0.63		 53.922424		117.68
0.64		 40.545708		122.797
0.65		 31.596912		124.561
0.66		 -8.690002		121.536
0.67		  1.952667		113.519
0.68		  8.065281		115.394
0.69		 45.777046		109.975
0.70		 44.452328		112.891
0.71		 24.482922		113.37
0.72		  7.331127		119.405
0.73		 20.171829		121.492
0.74		 22.442818		121.18
0.75		 24.545441		123.319
0.76		 37.854271		119.978
0.77		 24.839764		115.483
0.78		 31.065216		109.009
0.79		 13.054607		116.931
0.80		 23.329391		116.723
0.81		 37.502300		116.493
0.82		 27.283703		113.628
0.83		 37.734516		116.015
0.84		 40.942371		111.399
0.85		 38.899666		112.969
0.86		 29.848053		111.992
0.87		 40.169319		110.611
0.88		 53.655350		111.664
0.89		 36.122280		112.333
0.90		 64.486237		120.845
0.91		 50.412544		115.056
0.92		 30.714355		118.35
0.93		 30.427795		112.626
0.94		 41.206169		118.935
0.95		 47.719872		111.03
0.96		 40.309143		116.999
0.97		 32.985672		116.682
0.98		 20.380646		115.596
0.99		  4.147121		118.373
1.00		 15.528168		123.708
1.01		  8.978043		122.029
1.02		  0.206623		116.488
1.03		 16.041817		116.67
1.04		 11.705254		113.083
1.05		 12.698990		113.018
1.06		 30.547951		114.467
1.07		 57.051113		114.008
1.08		 21.261238		112.435
1.09		 21.571854		116.434
1.10		 15.771915		115.116
1.11		  8.567997		117.368
1.12		 14.471947		114.834
1.13		 29.831696		117.705
1.14		 23.071613		117.028
1.15		 18.228447		117.201
1.16		 20.006454		116.572
1.17		 12.050762		117.625
1.18		 16.920155		121.793
1.19		 30.355209		118.968
1.20		 21.882908		127.591
1.21		 44.580296		122.802
1.22		 25.160347		121.012
1.23		 22.412903		116.601
1.24		 20.462902		116.689
1.25		 22.796700		118.435
1.26		 39.958344		116.797
1.27		 17.955196		118.481
1.28		 12.330891		115.683
1.29		 18.051262		120.627
1.30		 19.845623		117.958
1.31		 13.919266		122.411
1.32		 34.219559		121.758
1.33		 35.839104		120.618
1.34		 24.230911		117.61
1.35		 33.968300		121.058
