	   0.000000	   -6.017458  	 119.133  
	   0.010000	   24.926395  	 118.04  
	   0.020000	   22.185219  	 119.492 
	   0.030000	   21.510933  	 116.215 
	   0.040000	   24.146160  	 119.69  
	   0.050000	   21.680016  	 119.069 
	   0.060000	   22.844933  	 129.133 
	   0.070000	   18.387535  	 125.813 
	   0.080000	   12.389442  	 130.96  
	   0.090000	    7.450981  	 133.83  
	   0.100000	   14.359272  	 130.035 
	   0.110000	    3.384651  	 133.198 
	   0.120000	   18.249969  	 131.026 
	   0.130000	   26.959301  	 130.119 
	   0.140000	   37.056999  	 119.678 
	   0.150000	   12.439388  	 122.256 
	   0.160000	    0.864475  	 120.094 
	   0.170000	   11.060982  	 123.414 
	   0.180000	   10.466000  	 126.54  
	   0.190000	   15.513184  	 133.432 
	   0.200000	   11.145683  	 136.103 
	   0.210000	    9.408165  	 136.56  
	   0.220000	   14.690849  	 138.568 
	   0.230000	   17.650803  	 132.594 
	   0.240000	   17.618702  	 125.627 
	   0.250000	    9.206902  	 118.795 
	   0.260000	    4.948792  	 118.583 
	   0.270000	    0.497555  	 117.05  
	   0.280000	   23.224464  	 122.997 
	   0.290000	   26.684425  	 126.501 
	   0.300000	   11.447529  	 134.565 
	   0.310000	  -12.391724  	 133.16  
	   0.320000	   -6.535942  	 135.784 
	   0.330000	    3.584492  	 138.155 
	   0.340000	   12.230549  	 141.964 
	   0.350000	   16.258400  	 139.554 
	   0.360000	   -5.630924  	 144.241 
	   0.370000	    4.599617  	 143.623 
	   0.380000	   10.247387  	 137.941 
	   0.390000	   22.283234  	 133.11  
	   0.400000	   11.554413  	 128.921 
	   0.410000	    9.561287  	 127.407 
	   0.420000	   -5.150047  	 122.557 
	   0.430000	   -7.852144  	 125.762 
	   0.440000	   -3.414753  	 129.703 
	   0.450000	  -11.080624  	 140.403 
	   0.460000	   -0.882504  	 138.913 
	   0.470000	    1.328217  	 145.596 
	   0.480000	   -2.332130  	 138.254 
	   0.490000	  -15.287342  	 132.105 
	   0.500000	    9.365894  	 122.721 
	   0.510000	    0.888226  	 120.113 
	   0.520000	   -2.057365  	 120.926 
	   0.530000	  -10.130165  	 118.722 
	   0.540000	   -4.110939  	 125.866 
	   0.550000	   -2.200710  	 129.406 
	   0.560000	   -3.511410  	 134.572 
	   0.570000	    1.577477  	 134.326 
	   0.580000	   -5.654217  	 135.851 
	   0.590000	   -6.457338  	 129.924 
	   0.600000	    1.168289  	 127.332 
	   0.610000	    2.440174  	 127.104 
	   0.620000	    0.594696  	 133.528 
	   0.630000	    7.272923  	 131.745 
	   0.640000	    7.605843  	 132.321 
	   0.650000	    2.591137  	 131.025 
	   0.660000	  -19.202524  	 130.465 
	   0.670000	   -2.204479  	 128.854 
	   0.680000	   -4.524963  	 130.166 
	   0.690000	  -11.627148  	 134.887 
	   0.700000	  -24.671257  	 135.778 
	   0.710000	   -4.311115  	 140.294 
	   0.720000	    7.921494  	 139.421 
	   0.730000	    5.075527  	 139.863 
	   0.740000	   -6.661972  	 131.373 
	   0.750000	   -3.090458  	 125.072 
	   0.760000	    2.238476  	 118.012 
	   0.770000	   -3.242828  	 118.486 
	   0.780000	   -9.830158  	 119.149 
	   0.790000	  -12.565115  	 125.529 
	   0.800000	   -6.423790  	 130.253 
	   0.810000	   -3.271191  	 133.567 
	   0.820000	    1.672333  	 128.99  
	   0.830000	  -13.272589  	 127.36  
	   0.840000	   -4.224064  	 128.251 
	   0.850000	    7.174896  	 123.206 
	   0.860000	   -0.291615  	 122.844 
	   0.870000	  -12.562256  	 123.029 
	   0.880000	    0.904194  	 127.518 
	   0.890000	   10.651188  	 123.809 
	   0.900000	    6.741974  	 125.836 
	   0.910000	    1.126583  	 126.467 
	   0.920000	   -8.549353  	 124.957 
	   0.930000	   -2.671627  	 121.686 
	   0.940000	   14.914646  	 124.98  
	   0.950000	    4.353298  	 128.896 
	   0.960000	    8.194588  	 135.638 
	   0.970000	   -1.054432  	 138.987 
	   0.980000	   19.697533  	 141.247 
	   0.990000	   26.601078  	 141.303 
	   1.000000	    3.189968  	 135.365 
	   1.010000	    2.292686  	 130.744 
	   1.020000	   13.543369  	 128.506 
	   1.030000	   24.211960  	 126.01  
	   1.040000	   -2.331348  	 124.881 
	   1.050000	   -6.409695  	 128.86  
	   1.060000	  -11.921276  	 132.005 
	   1.070000	   -9.677818  	 135.656 
	   1.080000	  -20.249142  	 134.849 
	   1.090000	  -10.254980  	 132.636 
	   1.100000	   -6.667845  	 125.872 
	   1.110000	   -1.147438  	 124.232 
	   1.120000	   -1.313297  	 121.137 
	   1.130000	   -5.081093  	 124.569 
	   1.140000	  -11.263145  	 127.49  
	   1.150000	   -2.798416  	 126.329 
	   1.160000	    6.505787  	 129.086 
	   1.170000	   -7.141815  	 130.82  
	   1.180000	  -19.609364  	 131.259 
	   1.190000	   -0.434311  	 131.307 
	   1.200000	    7.676090  	 134.583 
	   1.210000	  -15.734484  	 134.121 
	   1.220000	   -2.668751  	 134.484 
	   1.230000	  -10.641102  	 138.097 
	   1.240000	   10.842930  	 139.953 
	   1.250000	   -3.877319  	 138.585 
	   1.260000	    3.906036  	 133.582 
	   1.270000	    2.374424  	 131.636 
	   1.280000	    4.260521  	 132.093 
	   1.290000	   -5.026459  	 130.629 
	   1.300000	  -11.495880  	 135.454 
	   1.310000	    0.709011  	 139.941 
	   1.320000	  -15.660120  	 136.029 
	   1.330000	   -0.242844  	 133.907 
	   1.340000	   -0.047619  	 131.259 
	   1.350000	    1.747501  	 131.626 
	   1.360000	   -3.639709  	 126.583 
	   1.370000	   -0.859684  	 127.575 
	   1.380000	  -17.532232  	 126.376 
	   1.390000	   -5.599400  	 126.578 
	   1.400000	   -8.911842  	 129.162 
	   1.410000	   -4.951439  	 128.351 
	   1.420000	  -19.551554  	 129.625 
	   1.430000	  -25.306963  	 126.703 
	   1.440000	  -10.736088  	 121.063 
	   1.450000	   -9.325987  	 121.51  
	   1.460000	  -10.979691  	 124.51  
	   1.470000	  -16.399105  	 128.36  
	   1.480000	    3.485207  	 127.367 
	   1.490000	   -7.368483  	 131.376 
	   1.500000	   -7.077042  	 132.357 
	   1.510000	  -13.507500  	 127.314 
	   1.520000	  -10.458611  	 130.772 
	   1.530000	   -4.460842  	 129.556 
	   1.540000	   -5.807772  	 133.443 
	   1.550000	  -16.318756  	 130.728 
	   1.560000	  -23.176479  	 130.451 
	   1.570000	   -3.872959  	 133.212 
	   1.580000	   -7.088196  	 128.881 
	   1.590000	    5.778088  	 128.951 
	   1.600000	    8.235592  	 121.272 
	   1.610000	    3.838951  	 121.915 
	   1.620000	   -0.067234  	 118.14  
	   1.630000	   -1.614624  	 121.517 
	   1.640000	   -1.342793  	 130.616 
	   1.650000	   -3.365620  	 134.368 
	   1.660000	   -1.170914  	 136.258 
	   1.670000	  -12.650108  	 136.578 
	   1.680000	   -9.292168  	 132.643 
	   1.690000	   -4.967609  	 131.426 
	   1.700000	   -7.028542  	 132.69  
	   1.710000	  -25.236095  	 131.005 
	   1.720000	  -22.864510  	 131.554 
	   1.730000	  -20.104301  	 130.152 
	   1.740000	  -20.802464  	 131.805 
	   1.750000	  -24.308851  	 128.817 
	   1.760000	  -12.616640  	 131.611 
	   1.770000	  -13.857008  	 128.726 
	   1.780000	  -12.490257  	 131.201 
	   1.790000	    7.622280  	 135.286 
	   1.800000	   -5.155027  	 135.648 
	   1.810000	    8.656071  	 142.189 
	   1.820000	    7.773594  	 142.619 
	   1.830000	    6.819706  	 140.778 
	   1.840000	  -11.908903  	 134.159 
	   1.850000	  -12.094942  	 130.567 
	   1.860000	  -27.426664  	 124.625 
	   1.870000	  -24.048111  	 124.647 
	   1.880000	  -17.997810  	 122.55  
	   1.890000	   -5.691704  	 121.895 
	   1.900000	  -21.111748  	 121.102 
	   1.910000	  -13.127666  	 125.627 
	   1.920000	   -0.807590  	 126.304 
	   1.930000	    7.400974  	 129.858 
	   1.940000	    7.254753  	 126.828 
	   1.950000	  -12.606524  	 127.018 
	   1.960000	  -11.681175  	 126.851 
	   1.970000	  -26.123253  	 126.506 
	   1.980000	   -5.147198  	 128.702 
	   1.990000	    1.855274  	 129.943 
	   2.000000	  -19.252312  	 132.129 
	   2.010000	  -10.713753  	 127.497 
	   2.020000	   -7.916805  	 133.963 
	   2.030000	    7.245331  	 132.844 
	   2.040000	    0.906075  	 135.976 
	   2.050000	   -1.202507  	 139.951 
	   2.060000	    1.937977  	 138.333 
	   2.070000	   -1.025269  	 138.814 
