0.00		209.052887	119.133
0.01		 74.978485	115.96
0.02		118.555634	115.733
0.03		124.745041	116.851
0.04		118.487717	114.913
0.05		191.023407	122.328
0.06		 71.385056	123.322
0.07		194.513367	123.745
0.08		 63.658840	125.272
0.09		156.637924	131.108
0.10		 86.265366	129.748
0.11		 89.217514	128.963
0.12		195.348175	127.034
0.13		 44.695797	122.695
0.14		170.188248	119.345
0.15		 89.858673	120.184
0.16		106.724777	125.377
0.17		104.146667	124.718
0.18		 71.593781	120.261
0.19		140.173828	120.095
0.20		 75.145226	121.043
0.21		107.905457	121.375
0.22		 24.630444	124.733
0.23		 86.090958	126.359
0.24		 60.252388	124.919
0.25		 92.972610	126.33
0.26		102.353661	128.63
0.27		  8.019775	128.185
0.28		 88.860992	126.294
0.29		 30.838352	122.526
0.30		 77.391174	122.988
0.31		 54.267853	121.563
0.32		 45.795044	126.504
0.33		 62.087833	130.843
0.34		 21.346481	136.062
0.35		 73.853554	134.093
0.36		 42.093727	137.252
0.37		 52.255543	135.731
0.38		 47.235001	141.414
0.39		 56.215218	134.899
0.40		 89.529366	136.094
0.41		 32.362267	131.465
0.42		 63.504444	127.465
0.43		 50.864693	124.326
0.44		 79.618698	121.595
0.45		 56.450851	124.089
0.46		 55.606319	121.392
0.47		 97.900826	126.545
0.48		 50.193012	130.948
0.49		 79.445908	141.189
0.50		 27.682499	142.417
0.51		 62.429684	149.791
0.52		 60.448715	146.824
0.53		 69.412842	146.602
0.54		 77.585938	143.809
0.55		 45.034359	141.366
0.56		104.499458	143.825
0.57		 62.084137	135.253
0.58		 93.450653	136.313
0.59		 58.999794	134.453
0.60		 39.945004	134.45
0.61		 75.178261	130.705
0.62		 60.410255	131.675
0.63		 88.023773	126.425
0.64		 53.959610	126.703
0.65		 37.048615	125.587
0.66		 56.307419	128.75
0.67		 54.907291	128.493
0.68		 70.356873	128.067
0.69		 53.652721	128.814
0.70		 62.314541	127.365
0.71		 63.204639	131.933
0.72		 61.889065	129.385
0.73		 80.278168	136.553
0.74		 44.913647	132.505
0.75		 47.972607	135.457
0.76		 77.710007	135.384
0.77		 51.321869	139.749
0.78		 89.830894	136.723
0.79		 53.125313	137.378
0.80		 38.150642	136.175
0.81		 66.526115	133.392
0.82		 52.737949	138.936
0.83		 49.803341	136.001
0.84		 31.353912	138.251
0.85		 76.898544	134.002
0.86		 47.126194	129.862
0.87		 90.293121	124.747
0.88		 66.109039	125.709
0.89		 58.961018	120.826
0.90		105.005432	120.793
0.91		 51.709393	120.276
0.92		 92.619049	123.104
0.93		 79.424736	121.797
0.94		 76.066132	124.542
0.95		 81.684586	122.875
0.96		 96.909546	119.736
0.97		104.323364	119.481
0.98		 66.253105	119.43
0.99		100.934067	128.57
1.00		 37.417919	128.049
1.01		 87.568970	138.37
1.02		116.413368	136.322
1.03		 63.785454	139.452
1.04		111.433029	133.629
1.05		 67.567001	134.252
1.06		104.620087	132.052
1.07		 77.669418	128.664
1.08		 62.823551	129.457
1.09		 77.224335	127.034
1.10		 49.626125	134.396
1.11		132.208908	132.555
1.12		 43.223866	135.266
1.13		 81.461258	129.776
1.14		 31.360271	131.899
1.15		 62.094357	128.752
1.16		 78.900902	133.069
1.17		 40.455845	134.01
1.18		 96.093018	136.893
1.19		 50.359615	132.776
1.20		 66.658752	130.351
1.21		 41.559807	126.233
1.22		 37.712627	124.501
1.23		 50.875084	121.352
1.24		  8.048176	119.922
1.25		 74.129852	123.98
1.26		 72.236992	123.479
1.27		 61.759148	136.543
1.28		 68.423622	137.656
1.29		 30.251102	142.03
1.30		 44.779984	138.689
1.31		 52.600517	134.61
1.32		 63.842304	132.621
1.33		 40.123962	126.748
1.34		 83.860626	130.89
1.35		 58.635727	129.159
1.36		 52.673691	127.996
1.37		 66.638901	128.417
1.38		 19.772728	130.794
1.39		 24.110992	131.184
1.40		 57.761482	130.001
1.41		 28.695000	132.417
1.42		 53.700008	133.525
1.43		 39.290878	133.832
1.44		 36.269424	140.394
1.45		 46.413651	144.176
1.46		 70.565750	142.085
1.47		 39.528107	139.322
1.48		 52.502522	134.135
1.49		 55.095837	130.445
1.50		 53.570553	128.367
1.51		 48.144897	125.077
1.52		 28.806652	125.974
1.53		 43.137684	126.337
1.54		 67.639587	128.382
1.55		 57.649643	130.895
1.56		 56.282463	134.479
1.57		 43.419003	134.745
1.58		 59.220692	133.305
1.59		 53.061394	132.546
1.60		 40.465511	136.02
1.61		 81.792664	139.937
1.62		 51.713512	140.402
1.63		110.292206	141.77
1.64		 85.610031	138.676
1.65		 66.349884	133.995
1.66		 68.092934	126.871
1.67		 60.814137	128.161
1.68		 91.721054	126.856
1.69		 91.626343	124.91
1.70		 59.192631	125.309
1.71		 51.725365	131.821
1.72		 42.417622	131.298
1.73		 72.563820	135.137
1.74		 42.421497	135.688
1.75		 83.216721	128.83
1.76		 59.884212	127.397
1.77		 40.170967	124.354
1.78		 46.081604	129.719
1.79		 59.501301	129.254
1.80		 63.429798	133.68
1.81		 38.939018	132.255
1.82		 70.013840	128.435
1.83		 46.711765	124.68
1.84		 69.415398	121.826
1.85		 50.038628	123.891
1.86		 23.180328	128.809
1.87		 32.009380	129.491
1.88		 45.077698	137.542
1.89		 28.790707	144.644
1.90		 26.831169	142.032
1.91		 21.720894	142.102
1.92		 72.711243	134.444
