mean_x mean_y mean_z mean_r sd_x sd_y sd_z sd_r data
0.20242063703703705 0.07508817777777774 0.8905939111111111 2.4092560511919485 1.7454251863060761 1.357672951721921 1.4050817723428404 1.3781223828010416 
