mean_x mean_y mean_z mean_r sd_x sd_y sd_z sd_r data
-0.01147147058823529 -0.01783855119825707 -0.3064985947712419 0.637420035628164 0.4083101026318344 0.3679877596900868 0.358511412233818 0.3445979691399032 <df[,18]>
