[CryoJet 1]
	Time [s]	Temp T[k]	TSet	Shield flow	Sample flow	Heater pow[R5]	Heater pow[R6]	Run	Frame
Wed May 10 13:50:09 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 45
Wed May 10 13:50:19 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 45
Wed May 10 13:50:30 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 45
Wed May 10 13:50:41 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 45
Wed May 10 13:50:51 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.40	 10	 45
Wed May 10 13:51:02 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 45
Wed May 10 13:51:13 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 46
Wed May 10 13:51:23 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 46
Wed May 10 13:51:34 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 46
Wed May 10 13:51:44 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 46
Wed May 10 13:51:55 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 46
Wed May 10 13:52:06 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 46
Wed May 10 13:52:16 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 46
Wed May 10 13:52:27 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.20	 10	 46
Wed May 10 13:52:38 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 46
Wed May 10 13:52:48 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 46
Wed May 10 13:52:59 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.30	 10	 46
Wed May 10 13:53:09 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 46
Wed May 10 13:53:20 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 47
Wed May 10 13:53:31 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 47
Wed May 10 13:53:41 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 47
Wed May 10 13:53:52 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.80	 10	 47
Wed May 10 13:54:03 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 47
Wed May 10 13:54:13 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.20	 10	 47
Wed May 10 13:54:24 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 47
Wed May 10 13:54:35 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 47
Wed May 10 13:54:45 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 47
Wed May 10 13:54:56 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 47
Wed May 10 13:55:06 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 47
Wed May 10 13:55:17 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 47
Wed May 10 13:55:28 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 47
Wed May 10 13:55:38 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 48
Wed May 10 13:55:49 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 48
Wed May 10 13:56:00 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.50	 10	 48
Wed May 10 13:56:10 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 48
Wed May 10 13:56:21 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 48
Wed May 10 13:56:31 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 48
Wed May 10 13:56:42 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 48
Wed May 10 13:56:53 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 48
Wed May 10 13:57:03 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 48
Wed May 10 13:57:14 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 48
Wed May 10 13:57:25 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 48
Wed May 10 13:57:35 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.40	 10	 48
Wed May 10 13:57:46 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 49
Wed May 10 13:57:56 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 49
Wed May 10 13:58:07 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 49
Wed May 10 13:58:18 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 49
Wed May 10 13:58:28 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 49
Wed May 10 13:58:39 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 49
Wed May 10 13:58:50 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 49
Wed May 10 13:59:00 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 49
Wed May 10 13:59:11 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 49
Wed May 10 13:59:21 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 49
Wed May 10 13:59:32 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 49
Wed May 10 13:59:43 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 49
Wed May 10 13:59:53 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 50
Wed May 10 14:00:04 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 50
Wed May 10 14:00:15 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.50	 10	 50
Wed May 10 14:00:25 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 50
Wed May 10 14:00:36 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 50
Wed May 10 14:00:47 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.20	 10	 50
Wed May 10 14:00:57 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 50
Wed May 10 14:01:08 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 50
Wed May 10 14:01:18 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 50
Wed May 10 14:01:29 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 50
Wed May 10 14:01:40 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 50
Wed May 10 14:01:50 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 50
Wed May 10 14:02:01 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 51
Wed May 10 14:02:12 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 51
Wed May 10 14:02:22 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 51
Wed May 10 14:02:33 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 51
Wed May 10 14:02:43 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 51
Wed May 10 14:02:54 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 51
Wed May 10 14:03:05 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 51
Wed May 10 14:03:15 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.50	 10	 51
Wed May 10 14:03:26 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.10	 10	 51
Wed May 10 14:03:37 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 51
Wed May 10 14:03:47 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 51
Wed May 10 14:03:58 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 51
Wed May 10 14:04:08 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 51
Wed May 10 14:04:19 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 52
Wed May 10 14:04:30 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 52
Wed May 10 14:04:40 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 52
Wed May 10 14:04:51 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 52
Wed May 10 14:05:02 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 52
Wed May 10 14:05:12 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 10	 52
Wed May 10 14:05:23 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.50	 10	 52
Wed May 10 14:05:33 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.40	 10	 52
Wed May 10 14:05:44 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 52
Wed May 10 14:05:55 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 52
Wed May 10 14:06:05 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 52
Wed May 10 14:06:16 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 52
Wed May 10 14:06:27 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 53
Wed May 10 14:06:37 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 53
Wed May 10 14:06:48 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 53
Wed May 10 14:06:58 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 10	 53
Wed May 10 14:07:09 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.30	 10	 53
Wed May 10 14:07:20 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 53
Wed May 10 14:07:30 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 53
Wed May 10 14:07:41 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 53
Wed May 10 14:07:52 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 53
Wed May 10 14:08:02 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 10	 53
Wed May 10 14:08:13 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 53
Wed May 10 14:08:24 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 53
Wed May 10 14:08:34 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.30	 10	 54
Wed May 10 14:08:45 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 54
Wed May 10 14:08:55 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 54
Wed May 10 14:09:06 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 54
Wed May 10 14:09:17 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.50	 10	 54
Wed May 10 14:09:27 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 54
Wed May 10 14:09:38 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 10	 54
Wed May 10 14:09:49 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 10	 54
Wed May 10 14:09:59 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 54
Wed May 10 14:10:10 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 10	 54
Wed May 10 14:10:21 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 10	 54
Wed May 10 14:10:31 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 10	 54
Wed May 10 14:10:42 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.30	 10	 55
Wed May 10 14:10:52 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 55
Wed May 10 14:11:03 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.30	 10	 55
Wed May 10 14:11:14 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 55
Wed May 10 14:11:24 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 55
Wed May 10 14:11:35 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 55
Wed May 10 14:11:46 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 55
Wed May 10 14:11:56 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 55
Wed May 10 14:12:07 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 55
Wed May 10 14:12:17 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 55
Wed May 10 14:12:28 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.20	 10	 55
Wed May 10 14:12:39 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 55
Wed May 10 14:12:49 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 55
Wed May 10 14:13:00 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 56
Wed May 10 14:13:11 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 56
Wed May 10 14:13:21 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.50	 10	 56
Wed May 10 14:13:32 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 56
Wed May 10 14:13:42 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 56
Wed May 10 14:13:53 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 56
Wed May 10 14:14:04 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 56
Wed May 10 14:14:14 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 56
Wed May 10 14:14:25 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 56
Wed May 10 14:14:36 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 56
Wed May 10 14:14:46 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 56
Wed May 10 14:14:57 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 56
Wed May 10 14:15:07 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 57
Wed May 10 14:15:18 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 57
Wed May 10 14:15:29 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 57
Wed May 10 14:15:39 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 57
Wed May 10 14:15:50 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 57
Wed May 10 14:16:01 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 57
Wed May 10 14:16:11 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 57
Wed May 10 14:16:22 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 57
Wed May 10 14:16:32 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 57
Wed May 10 14:16:43 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 57
Wed May 10 14:16:54 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 57
Wed May 10 14:17:04 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.20	 10	 57
Wed May 10 14:17:15 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.20	 10	 58
Wed May 10 14:17:26 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 58
Wed May 10 14:17:36 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 58
Wed May 10 14:17:47 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 58
Wed May 10 14:17:58 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.10	 10	 58
Wed May 10 14:18:08 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 58
Wed May 10 14:18:19 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 58
Wed May 10 14:18:29 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 58
Wed May 10 14:18:40 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 58
Wed May 10 14:18:51 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 58
Wed May 10 14:19:01 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 58
Wed May 10 14:19:12 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 58
Wed May 10 14:19:23 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 59
Wed May 10 14:19:33 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 59
Wed May 10 14:19:44 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 59
Wed May 10 14:19:54 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 59
Wed May 10 14:20:05 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 59
Wed May 10 14:20:16 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 59
Wed May 10 14:20:26 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.40	 10	 59
Wed May 10 14:20:37 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 59
Wed May 10 14:20:48 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 59
Wed May 10 14:20:58 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 59
Wed May 10 14:21:09 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 59
Wed May 10 14:21:19 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 59
Wed May 10 14:21:30 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 59
Wed May 10 14:21:41 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 60
Wed May 10 14:21:51 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 60
Wed May 10 14:22:02 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.50	 10	 60
Wed May 10 14:22:13 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 60
Wed May 10 14:22:23 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.40	 10	 60
Wed May 10 14:22:34 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 60
Wed May 10 14:22:44 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 60
Wed May 10 14:22:55 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 60
Wed May 10 14:23:06 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 60
Wed May 10 14:23:16 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 60
Wed May 10 14:23:27 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 60
Wed May 10 14:23:38 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 60
Wed May 10 14:23:48 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 61
Wed May 10 14:23:59 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 61
Wed May 10 14:24:10 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.40	 10	 61
Wed May 10 14:24:20 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 61
Wed May 10 14:24:31 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 61
Wed May 10 14:24:41 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 61
Wed May 10 14:24:52 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 61
Wed May 10 14:25:03 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.30	 10	 61
Wed May 10 14:25:13 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.50	 10	 61
Wed May 10 14:25:24 2017	 173.00	 173.00	   3.00	   3.00	  22.60	  10.40	 10	 61
Wed May 10 14:25:34 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 61
Wed May 10 14:25:45 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 61
Wed May 10 14:25:56 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 62
Wed May 10 14:26:06 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 62
Wed May 10 14:26:17 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.60	 10	 62
Wed May 10 14:26:28 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 62
Wed May 10 14:26:38 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.40	 10	 62
Wed May 10 14:26:49 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.60	 10	 62
Wed May 10 14:26:59 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 62
Wed May 10 14:27:10 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.50	 10	 62
Wed May 10 14:27:21 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 10	 62
Wed May 10 14:27:31 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 10	 62
Wed May 10 14:27:42 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 10	 62
Wed May 10 14:27:53 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 62
Wed May 10 14:28:03 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 63
Wed May 10 14:28:14 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 63
Wed May 10 14:28:25 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.60	 10	 63
Wed May 10 14:28:35 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.50	 10	 63
Wed May 10 14:28:46 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.40	 10	 63
Wed May 10 14:28:56 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 63
Wed May 10 14:29:07 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.50	 10	 63
Wed May 10 14:29:18 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 63
Wed May 10 14:29:28 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 63
Wed May 10 14:29:39 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 63
Wed May 10 14:29:50 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 63
Wed May 10 14:30:00 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.30	 10	 63
Wed May 10 14:30:11 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.50	 10	 63
Wed May 10 14:30:21 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 64
Wed May 10 14:30:32 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 64
Wed May 10 14:30:43 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 64
Wed May 10 14:30:53 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 64
Wed May 10 14:31:04 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 64
Wed May 10 14:31:15 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 64
Wed May 10 14:31:25 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 64
Wed May 10 14:31:36 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 64
Wed May 10 14:31:46 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 64
Wed May 10 14:31:57 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 64
Wed May 10 14:32:08 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 64
Wed May 10 14:32:18 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 64
Wed May 10 14:32:29 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 65
Wed May 10 14:32:40 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 10	 65
Wed May 10 14:32:50 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 65
Wed May 10 14:33:01 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 65
Wed May 10 14:33:12 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 65
Wed May 10 14:33:22 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 65
Wed May 10 14:33:33 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 65
Wed May 10 14:33:43 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 65
Wed May 10 14:33:54 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 65
Wed May 10 14:34:05 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 10	 65
Wed May 10 14:34:15 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 10	 65
Wed May 10 14:34:26 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 65
Wed May 10 14:34:37 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 66
Wed May 10 14:34:47 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 10	 66
Wed May 10 14:34:58 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 10	 66
Wed May 10 14:35:08 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 10	 66
Wed May 10 14:35:19 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 66
Wed May 10 14:35:30 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 66
Wed May 10 14:35:40 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 66
Wed May 10 14:35:51 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 66
Wed May 10 14:36:02 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 66
Wed May 10 14:36:12 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 10	 66
Wed May 10 14:36:23 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 10	 66
Wed May 10 14:36:34 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 10	 66
Wed May 10 14:36:44 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 10	 67
Wed May 10 14:36:55 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 10	 67
Wed May 10 14:37:05 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 10	 67
Wed May 10 14:37:16 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 10	 67
