mean_x mean_y mean_z mean_r sd_x sd_y sd_z sd_r data
0.3498948573975045 0.5130616428995841 1.196010047534165 3.572611230110396 3.0618158100477673 1.7258457828146925 1.1519654186907784 1.6531180283921565 <df[,18]>
