1	C 	-0.083378	0	-1725.432418
2	C 	0.631296	0	-1725.432418
3	C 	-0.556047	0	-1725.432418
4	C 	-0.183442	0	-1725.432418
5	S 	-0.122893	0	-1725.432418
6	O 	-0.587213	0	-1725.432418
7	H 	0.198041	0	-1725.432418
8	C 	-0.080244	0	-1725.432418
9	C 	0.630883	0	-1725.432418
10	C 	-0.514038	0	-1725.432418
11	C 	-0.250821	0	-1725.432418
12	S 	-0.0982	0	-1725.432418
13	O 	-0.538763	0	-1725.432418
14	H 	0.207828	0	-1725.432418
15	C 	0.267811	0	-1725.432418
16	H 	0.034665	0	-1725.432418
17	H 	0.033537	0	-1725.432418
18	C 	0.495244	0	-1725.432418
19	H 	-0.01826	0	-1725.432418
20	H 	-0.019141	0	-1725.432418
21	O 	-0.802224	0	-1725.432418
22	C 	0.353388	0	-1725.432418
23	H 	-0.011829	0	-1725.432418
24	H 	-0.011678	0	-1725.432418
25	C 	0.576233	0	-1725.432418
26	H 	-0.047014	0	-1725.432418
27	H 	-0.046452	0	-1725.432418
28	O 	-0.784135	0	-1725.432418
29	C 	0.362667	0	-1725.432418
30	H 	-0.018199	0	-1725.432418
31	H 	-0.017889	0	-1725.432418
32	C 	0.330241	0	-1725.432418
33	H 	0.014067	0	-1725.432418
34	H 	0.013723	0	-1725.432418
35	O 	-0.539939	0	-1725.432418
36	C 	-0.012157	0	-1725.432418
37	H 	0.060308	0	-1725.432418
38	H 	0.106345	0	-1725.432418
39	H 	0.060782	0	-1725.432418
40	C 	0.12376	0	-1725.432418
41	H 	0.064201	0	-1725.432418
42	H 	0.061914	0	-1725.432418
43	C 	0.535712	0	-1725.432418
44	H 	-0.017578	0	-1725.432418
45	H 	-0.018747	0	-1725.432418
46	O 	-0.791624	0	-1725.432418
47	C 	0.361127	0	-1725.432418
48	H 	-0.017887	0	-1725.432418
49	H 	-0.017131	0	-1725.432418
50	C 	0.573469	0	-1725.432418
51	H 	-0.045637	0	-1725.432418
52	H 	-0.044969	0	-1725.432418
53	O 	-0.783758	0	-1725.432418
54	C 	0.317671	0	-1725.432418
55	H 	-0.009936	0	-1725.432418
56	H 	-0.012071	0	-1725.432418
57	C 	0.410857	0	-1725.432418
58	H 	-0.003874	0	-1725.432418
59	H 	-0.003517	0	-1725.432418
60	O 	-0.556771	0	-1725.432418
61	C 	-0.021017	0	-1725.432418
62	H 	0.062095	0	-1725.432418
63	H 	0.110995	0	-1725.432418
64	H 	0.061034	0	-1725.432418
65	Sn	1.146274	0	-1725.432418
66	C 	-0.806478	0	-1725.432418
67	H 	0.176704	0	-1725.432418
68	H 	0.186163	0	-1725.432418
69	H 	0.181009	0	-1725.432418
70	C 	-0.849681	0	-1725.432418
71	H 	0.189745	0	-1725.432418
72	H 	0.189218	0	-1725.432418
73	H 	0.172056	0	-1725.432418
74	C 	-0.815569	0	-1725.432418
75	H 	0.187915	0	-1725.432418
76	H 	0.179507	0	-1725.432418
77	H 	0.183505	0	-1725.432418
78	Sn	1.13583	0	-1725.432418
79	C 	-0.760624	0	-1725.432418
80	H 	0.172389	0	-1725.432418
81	H 	0.170078	0	-1725.432418
82	H 	0.149376	0	-1725.432418
83	C 	-0.700926	0	-1725.432418
84	H 	0.145133	0	-1725.432418
85	H 	0.14691	0	-1725.432418
86	H 	0.133439	0	-1725.432418
87	C 	-0.8932	0	-1725.432418
88	H 	0.202085	0	-1725.432418
89	H 	0.193082	0	-1725.432418
90	H 	0.21464	0	-1725.432418
1	C 	-0.142172	10	-1725.432055
2	C 	0.709952	10	-1725.432055
3	C 	-0.539865	10	-1725.432055
4	C 	-0.240936	10	-1725.432055
5	S 	-0.067348	10	-1725.432055
6	O 	-0.622136	10	-1725.432055
7	H 	0.195389	10	-1725.432055
8	C 	-0.12919	10	-1725.432055
9	C 	0.717196	10	-1725.432055
10	C 	-0.526609	10	-1725.432055
11	C 	-0.259455	10	-1725.432055
12	S 	-0.074452	10	-1725.432055
13	O 	-0.615533	10	-1725.432055
14	H 	0.201676	10	-1725.432055
15	C 	0.277423	10	-1725.432055
16	H 	0.031696	10	-1725.432055
17	H 	0.0265	10	-1725.432055
18	C 	0.486017	10	-1725.432055
19	H 	-0.009557	10	-1725.432055
20	H 	-0.020423	10	-1725.432055
21	O 	-0.796752	10	-1725.432055
22	C 	0.337503	10	-1725.432055
23	H 	-0.011556	10	-1725.432055
24	H 	-0.006407	10	-1725.432055
25	C 	0.602044	10	-1725.432055
26	H 	-0.053136	10	-1725.432055
27	H 	-0.052489	10	-1725.432055
28	O 	-0.788437	10	-1725.432055
29	C 	0.358738	10	-1725.432055
30	H 	-0.013667	10	-1725.432055
31	H 	-0.014353	10	-1725.432055
32	C 	0.300315	10	-1725.432055
33	H 	0.023703	10	-1725.432055
34	H 	0.023344	10	-1725.432055
35	O 	-0.540158	10	-1725.432055
36	C 	0.000115	10	-1725.432055
37	H 	0.057831	10	-1725.432055
38	H 	0.104217	10	-1725.432055
39	H 	0.058143	10	-1725.432055
40	C 	0.226696	10	-1725.432055
41	H 	0.046074	10	-1725.432055
42	H 	0.037166	10	-1725.432055
43	C 	0.504935	10	-1725.432055
44	H 	-0.010383	10	-1725.432055
45	H 	-0.020796	10	-1725.432055
46	O 	-0.807044	10	-1725.432055
47	C 	0.411887	10	-1725.432055
48	H 	-0.027968	10	-1725.432055
49	H 	-0.023271	10	-1725.432055
50	C 	0.534003	10	-1725.432055
51	H 	-0.040812	10	-1725.432055
52	H 	-0.037598	10	-1725.432055
53	O 	-0.779379	10	-1725.432055
54	C 	0.327821	10	-1725.432055
55	H 	-0.006257	10	-1725.432055
56	H 	-0.008628	10	-1725.432055
57	C 	0.368821	10	-1725.432055
58	H 	0.006995	10	-1725.432055
59	H 	0.007669	10	-1725.432055
60	O 	-0.554156	10	-1725.432055
61	C 	-0.011125	10	-1725.432055
62	H 	0.06073	10	-1725.432055
63	H 	0.10887	10	-1725.432055
64	H 	0.058938	10	-1725.432055
65	Sn	1.152363	10	-1725.432055
66	C 	-0.799844	10	-1725.432055
67	H 	0.176364	10	-1725.432055
68	H 	0.181806	10	-1725.432055
69	H 	0.181806	10	-1725.432055
70	C 	-0.852239	10	-1725.432055
71	H 	0.183124	10	-1725.432055
72	H 	0.194403	10	-1725.432055
73	H 	0.174883	10	-1725.432055
74	C 	-0.822186	10	-1725.432055
75	H 	0.190121	10	-1725.432055
76	H 	0.181265	10	-1725.432055
77	H 	0.187315	10	-1725.432055
78	Sn	1.138004	10	-1725.432055
79	C 	-0.803642	10	-1725.432055
80	H 	0.181778	10	-1725.432055
81	H 	0.184305	10	-1725.432055
82	H 	0.159801	10	-1725.432055
83	C 	-0.691966	10	-1725.432055
84	H 	0.141903	10	-1725.432055
85	H 	0.147863	10	-1725.432055
86	H 	0.130896	10	-1725.432055
87	C 	-0.875706	10	-1725.432055
88	H 	0.197546	10	-1725.432055
89	H 	0.191393	10	-1725.432055
90	H 	0.208285	10	-1725.432055
1	C 	-0.098541	20	-1725.431108
2	C 	0.584963	20	-1725.431108
3	C 	-0.404289	20	-1725.431108
4	C 	-0.332295	20	-1725.431108
5	S 	-0.024369	20	-1725.431108
6	O 	-0.65348	20	-1725.431108
7	H 	0.160198	20	-1725.431108
8	C 	-0.059954	20	-1725.431108
9	C 	0.564689	20	-1725.431108
10	C 	-0.382965	20	-1725.431108
11	C 	-0.349767	20	-1725.431108
12	S 	-0.035379	20	-1725.431108
13	O 	-0.650813	20	-1725.431108
14	H 	0.159447	20	-1725.431108
15	C 	0.431236	20	-1725.431108
16	H 	0.009872	20	-1725.431108
17	H 	0.002456	20	-1725.431108
18	C 	0.32597	20	-1725.431108
19	H 	0.020682	20	-1725.431108
20	H 	0.009433	20	-1725.431108
21	O 	-0.781227	20	-1725.431108
22	C 	0.402801	20	-1725.431108
23	H 	-0.011539	20	-1725.431108
24	H 	-0.005201	20	-1725.431108
25	C 	0.446935	20	-1725.431108
26	H 	-0.012634	20	-1725.431108
27	H 	-0.012406	20	-1725.431108
28	O 	-0.754342	20	-1725.431108
29	C 	0.271759	20	-1725.431108
30	H 	0.012831	20	-1725.431108
31	H 	0.01137	20	-1725.431108
32	C 	0.333134	20	-1725.431108
33	H 	0.022671	20	-1725.431108
34	H 	0.024755	20	-1725.431108
35	O 	-0.531194	20	-1725.431108
36	C 	-0.067089	20	-1725.431108
37	H 	0.073602	20	-1725.431108
38	H 	0.125067	20	-1725.431108
39	H 	0.072523	20	-1725.431108
40	C 	0.437129	20	-1725.431108
41	H 	0.017611	20	-1725.431108
42	H 	0.008205	20	-1725.431108
43	C 	0.274124	20	-1725.431108
44	H 	0.036881	20	-1725.431108
45	H 	0.029239	20	-1725.431108
46	O 	-0.777179	20	-1725.431108
47	C 	0.385653	20	-1725.431108
48	H 	-0.008683	20	-1725.431108
49	H 	-0.00269	20	-1725.431108
50	C 	0.470855	20	-1725.431108
51	H 	-0.017608	20	-1725.431108
52	H 	-0.018896	20	-1725.431108
53	O 	-0.758818	20	-1725.431108
54	C 	0.320853	20	-1725.431108
55	H 	0.001962	20	-1725.431108
56	H 	0.002068	20	-1725.431108
57	C 	0.263829	20	-1725.431108
58	H 	0.039172	20	-1725.431108
59	H 	0.038815	20	-1725.431108
60	O 	-0.511987	20	-1725.431108
61	C 	-0.09738	20	-1725.431108
62	H 	0.082924	20	-1725.431108
63	H 	0.132248	20	-1725.431108
64	H 	0.080789	20	-1725.431108
65	Sn	1.170487	20	-1725.431108
66	C 	-0.817127	20	-1725.431108
67	H 	0.183039	20	-1725.431108
68	H 	0.185093	20	-1725.431108
69	H 	0.186244	20	-1725.431108
70	C 	-0.848281	20	-1725.431108
71	H 	0.179589	20	-1725.431108
72	H 	0.198179	20	-1725.431108
73	H 	0.17424	20	-1725.431108
74	C 	-0.845012	20	-1725.431108
75	H 	0.195641	20	-1725.431108
76	H 	0.188069	20	-1725.431108
77	H 	0.195394	20	-1725.431108
78	Sn	1.161548	20	-1725.431108
79	C 	-0.863163	20	-1725.431108
80	H 	0.198737	20	-1725.431108
81	H 	0.201082	20	-1725.431108
82	H 	0.175777	20	-1725.431108
83	C 	-0.739261	20	-1725.431108
84	H 	0.155486	20	-1725.431108
85	H 	0.163146	20	-1725.431108
86	H 	0.143013	20	-1725.431108
87	C 	-0.83276	20	-1725.431108
88	H 	0.18747	20	-1725.431108
89	H 	0.180791	20	-1725.431108
90	H 	0.194555	20	-1725.431108
1	C 	-0.078996	30	-1725.429947
2	C 	0.545094	30	-1725.429947
3	C 	-0.336883	30	-1725.429947
4	C 	-0.368744	30	-1725.429947
5	S 	-0.004954	30	-1725.429947
6	O 	-0.6934	30	-1725.429947
7	H 	0.144488	30	-1725.429947
8	C 	-0.043897	30	-1725.429947
9	C 	0.548114	30	-1725.429947
10	C 	-0.334383	30	-1725.429947
11	C 	-0.368303	30	-1725.429947
12	S 	-0.023874	30	-1725.429947
13	O 	-0.724901	30	-1725.429947
14	H 	0.139756	30	-1725.429947
15	C 	0.50693	30	-1725.429947
16	H 	-0.008019	30	-1725.429947
17	H 	-0.013787	30	-1725.429947
18	C 	0.327094	30	-1725.429947
19	H 	0.018381	30	-1725.429947
20	H 	0.007439	30	-1725.429947
21	O 	-0.799433	30	-1725.429947
22	C 	0.393573	30	-1725.429947
23	H 	-0.006575	30	-1725.429947
24	H 	-0.003427	30	-1725.429947
25	C 	0.471635	30	-1725.429947
26	H 	-0.014697	30	-1725.429947
27	H 	-0.013341	30	-1725.429947
28	O 	-0.754138	30	-1725.429947
29	C 	0.218929	30	-1725.429947
30	H 	0.026011	30	-1725.429947
31	H 	0.022283	30	-1725.429947
32	C 	0.349117	30	-1725.429947
33	H 	0.022863	30	-1725.429947
34	H 	0.024826	30	-1725.429947
35	O 	-0.525285	30	-1725.429947
36	C 	-0.081053	30	-1725.429947
37	H 	0.073832	30	-1725.429947
38	H 	0.128563	30	-1725.429947
39	H 	0.076877	30	-1725.429947
40	C 	0.601334	30	-1725.429947
41	H 	-0.01259	30	-1725.429947
42	H 	-0.025184	30	-1725.429947
43	C 	0.187961	30	-1725.429947
44	H 	0.047717	30	-1725.429947
45	H 	0.046356	30	-1725.429947
46	O 	-0.788403	30	-1725.429947
47	C 	0.432862	30	-1725.429947
48	H 	-0.011253	30	-1725.429947
49	H 	-0.009641	30	-1725.429947
50	C 	0.430116	30	-1725.429947
51	H 	-0.010954	30	-1725.429947
52	H 	-0.007277	30	-1725.429947
53	O 	-0.753666	30	-1725.429947
54	C 	0.314178	30	-1725.429947
55	H 	0.007877	30	-1725.429947
56	H 	0.006586	30	-1725.429947
57	C 	0.232357	30	-1725.429947
58	H 	0.048307	30	-1725.429947
59	H 	0.04649	30	-1725.429947
60	O 	-0.503505	30	-1725.429947
61	C 	-0.088281	30	-1725.429947
62	H 	0.080334	30	-1725.429947
63	H 	0.128122	30	-1725.429947
64	H 	0.080113	30	-1725.429947
65	Sn	1.152553	30	-1725.429947
66	C 	-0.814646	30	-1725.429947
67	H 	0.184125	30	-1725.429947
68	H 	0.185792	30	-1725.429947
69	H 	0.184885	30	-1725.429947
70	C 	-0.813088	30	-1725.429947
71	H 	0.174035	30	-1725.429947
72	H 	0.189964	30	-1725.429947
73	H 	0.164603	30	-1725.429947
74	C 	-0.829275	30	-1725.429947
75	H 	0.191749	30	-1725.429947
76	H 	0.185469	30	-1725.429947
77	H 	0.191069	30	-1725.429947
78	Sn	1.151413	30	-1725.429947
79	C 	-0.856399	30	-1725.429947
80	H 	0.199781	30	-1725.429947
81	H 	0.199582	30	-1725.429947
82	H 	0.172689	30	-1725.429947
83	C 	-0.75051	30	-1725.429947
84	H 	0.159826	30	-1725.429947
85	H 	0.167599	30	-1725.429947
86	H 	0.144293	30	-1725.429947
87	C 	-0.809908	30	-1725.429947
88	H 	0.182871	30	-1725.429947
89	H 	0.175687	30	-1725.429947
90	H 	0.188168	30	-1725.429947
1	C 	-0.094827	40	-1725.428829
2	C 	0.617038	40	-1725.428829
3	C 	-0.357584	40	-1725.428829
4	C 	-0.384814	40	-1725.428829
5	S 	0.006032	40	-1725.428829
6	O 	-0.744408	40	-1725.428829
7	H 	0.14806	40	-1725.428829
8	C 	-0.099519	40	-1725.428829
9	C 	0.654963	40	-1725.428829
10	C 	-0.40691	40	-1725.428829
11	C 	-0.367967	40	-1725.428829
12	S 	-0.007576	40	-1725.428829
13	O 	-0.773064	40	-1725.428829
14	H 	0.160038	40	-1725.428829
15	C 	0.566426	40	-1725.428829
16	H 	-0.018482	40	-1725.428829
17	H 	-0.031597	40	-1725.428829
18	C 	0.303649	40	-1725.428829
19	H 	0.019573	40	-1725.428829
20	H 	0.014726	40	-1725.428829
21	O 	-0.806237	40	-1725.428829
22	C 	0.413105	40	-1725.428829
23	H 	-0.008165	40	-1725.428829
24	H 	-0.006815	40	-1725.428829
25	C 	0.464828	40	-1725.428829
26	H 	-0.01503	40	-1725.428829
27	H 	-0.009733	40	-1725.428829
28	O 	-0.765129	40	-1725.428829
29	C 	0.244675	40	-1725.428829
30	H 	0.018345	40	-1725.428829
31	H 	0.018411	40	-1725.428829
32	C 	0.32803	40	-1725.428829
33	H 	0.029533	40	-1725.428829
34	H 	0.031341	40	-1725.428829
35	O 	-0.524952	40	-1725.428829
36	C 	-0.075037	40	-1725.428829
37	H 	0.072833	40	-1725.428829
38	H 	0.127476	40	-1725.428829
39	H 	0.074728	40	-1725.428829
40	C 	0.645001	40	-1725.428829
41	H 	-0.029468	40	-1725.428829
42	H 	-0.042143	40	-1725.428829
43	C 	0.247937	40	-1725.428829
44	H 	0.030208	40	-1725.428829
45	H 	0.026583	40	-1725.428829
46	O 	-0.810271	40	-1725.428829
47	C 	0.424968	40	-1725.428829
48	H 	-0.012177	40	-1725.428829
49	H 	-0.010308	40	-1725.428829
50	C 	0.461192	40	-1725.428829
51	H 	-0.016219	40	-1725.428829
52	H 	-0.013077	40	-1725.428829
53	O 	-0.756552	40	-1725.428829
54	C 	0.303711	40	-1725.428829
55	H 	0.007501	40	-1725.428829
56	H 	0.004486	40	-1725.428829
57	C 	0.268357	40	-1725.428829
58	H 	0.037706	40	-1725.428829
59	H 	0.036088	40	-1725.428829
60	O 	-0.509126	40	-1725.428829
61	C 	-0.097039	40	-1725.428829
62	H 	0.081681	40	-1725.428829
63	H 	0.131052	40	-1725.428829
64	H 	0.08285	40	-1725.428829
65	Sn	1.157318	40	-1725.428829
66	C 	-0.816885	40	-1725.428829
67	H 	0.183563	40	-1725.428829
68	H 	0.186437	40	-1725.428829
69	H 	0.187199	40	-1725.428829
70	C 	-0.821853	40	-1725.428829
71	H 	0.180073	40	-1725.428829
72	H 	0.191303	40	-1725.428829
73	H 	0.166057	40	-1725.428829
74	C 	-0.816089	40	-1725.428829
75	H 	0.186746	40	-1725.428829
76	H 	0.183267	40	-1725.428829
77	H 	0.187269	40	-1725.428829
78	Sn	1.186688	40	-1725.428829
79	C 	-0.828694	40	-1725.428829
80	H 	0.191313	40	-1725.428829
81	H 	0.190018	40	-1725.428829
82	H 	0.160466	40	-1725.428829
83	C 	-0.739811	40	-1725.428829
