[CryoJet 1]
	Time [s]	Temp T[k]	TSet	Shield flow	Sample flow	Heater pow[R5]	Heater pow[R6]	Run	Frame
Wed Apr 26 07:55:43 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 7	 1
Wed Apr 26 07:55:53 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 7	 4
Wed Apr 26 07:56:04 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 7	 6
Wed Apr 26 07:56:15 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 7	 8
Wed Apr 26 07:56:25 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 7	 10
Wed Apr 26 07:56:36 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 7	 12
Wed Apr 26 07:56:46 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 7	 12
Wed Apr 26 07:56:57 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 7	 12
Wed Apr 26 07:57:08 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 7	 12
Wed Apr 26 07:57:18 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 7	 12
Wed Apr 26 07:57:29 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 7	 14
Wed Apr 26 07:57:40 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 7	 16
Wed Apr 26 07:57:50 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 7	 18
Wed Apr 26 07:58:01 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 7	 20
Wed Apr 26 07:58:11 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 7	 22
Wed Apr 26 07:58:22 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 7	 24
Wed Apr 26 07:58:33 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 7	 26
Wed Apr 26 07:58:43 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 7	 29
Wed Apr 26 07:58:54 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 7	 31
Wed Apr 26 07:59:04 2017	 173.00	 173.00	   3.00	   3.00	  22.20	  10.60	 7	 33
Wed Apr 26 07:59:15 2017	 173.00	 173.00	   3.00	   3.00	  22.20	  10.60	 7	 35
Wed Apr 26 07:59:26 2017	 173.00	 173.00	   3.00	   3.00	  22.20	  10.70	 7	 37
Wed Apr 26 07:59:36 2017	 173.00	 173.00	   3.00	   3.00	  22.20	  10.60	 7	 39
Wed Apr 26 07:59:47 2017	 173.00	 173.00	   3.00	   3.00	  22.20	  10.70	 7	 41
Wed Apr 26 07:59:58 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 7	 44
Wed Apr 26 08:00:08 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 7	 46
Wed Apr 26 08:00:19 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 7	 48
Wed Apr 26 08:00:30 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 7	 50
Wed Apr 26 08:00:40 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 7	 52
Wed Apr 26 08:00:51 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 7	 54
Wed Apr 26 08:01:01 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 7	 56
Wed Apr 26 08:01:12 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 7	 58
Wed Apr 26 08:01:23 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 7	 61
Wed Apr 26 08:01:33 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 7	 62
Wed Apr 26 08:01:44 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 7	 62
Wed Apr 26 08:01:54 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 7	 62
Wed Apr 26 08:02:05 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 7	 63
Wed Apr 26 08:02:16 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 7	 65
Wed Apr 26 08:02:26 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 7	 67
Wed Apr 26 08:02:37 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 7	 70
Wed Apr 26 08:02:48 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 7	 72
Wed Apr 26 08:02:58 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 7	 74
Wed Apr 26 08:03:09 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 7	 76
Wed Apr 26 08:03:20 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 7	 78
Wed Apr 26 08:03:30 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 7	 80
Wed Apr 26 08:03:41 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 7	 82
Wed Apr 26 08:03:52 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 7	 84
Wed Apr 26 08:04:02 2017	 173.00	 173.00	   3.00	   3.00	  22.20	  10.60	 7	 87
Wed Apr 26 08:04:13 2017	 173.00	 173.00	   3.00	   3.00	  22.20	  10.70	 7	 89
Wed Apr 26 08:04:23 2017	 173.00	 173.00	   3.00	   3.00	  22.40	  10.70	 7	 91
Wed Apr 26 08:04:34 2017	 173.00	 173.00	   3.00	   3.00	  22.30	  10.70	 7	 93
Wed Apr 26 08:04:45 2017	 173.00	 173.00	   3.00	   3.00	  22.30	  10.70	 7	 93
