mean_x mean_y mean_z mean_r sd_x sd_y sd_z sd_r data
-0.0197156405228758 -0.04150896732026142 0.3565562941176471 0.6309991689440526 0.40828214454403344 0.3502674810499606 0.30274675865170325 0.33484265049904466 <df[,18]>
