[Scale3PackRint 1]
         2     0.427     0.254         1
         3     0.105     4.969         1
         4     0.035    10.710         1
         5     0.218     2.094         1
         6     0.506     0.073         1
         7     0.080     6.367         1
         8     0.012    21.727         1
         9     0.034    18.336         1
        10     0.050     7.314         1
        11     0.195     1.796         1
        12     0.145     5.880         1
        13     0.021    15.360         1
        14     0.121     2.747         1
        15     0.039    13.862         1
        16     0.023    47.512         1
        17     0.712     0.392         1
        18     0.053     7.167         1
        19     0.080     7.299         1
        20     0.013    19.110         1
        21     0.216     0.776         1
        22     0.182     2.842         1
        23     0.175     3.140         1
        24     0.144     1.819         1
        25     0.213     1.006         1
        26     0.065     6.745         1
        27     0.072     5.386         1
        28     0.225     1.183         1
        29     0.020    19.429         1
        30     0.029    11.672         1
        31     0.097     4.973         1
        32     0.096     5.605         1
        33     0.024    13.909         1
        34     0.046     5.066         1
        35     0.036    16.538         1
        36     0.043     8.468         1
        37     0.011    47.637         1
        38     0.037    10.852         1
        39     0.143     3.158         1
        40     0.018    31.473         1
        41     0.051    10.322         1
        42     0.022    33.324         1
        43     0.058     4.471         1
        44     0.062     6.143         1
        45     0.025    10.631         1
        46     0.043    14.982         1
        47     0.043    10.465         1
        48     0.015     8.897         1
        49     0.075     1.643         1
        50     0.013    25.851         1
        51     0.076     4.262         1
        52     0.031     7.404         1
        53     0.026     9.788         1
        54     0.014    26.938         1
        55     0.013    49.182         1
        56     0.034     9.377         1
        57     0.055     8.480         1
        58     0.049     4.359         1
        59     0.037    13.584         1
        60     0.026    13.153         1
        61     0.045     2.395         1
        62     0.056    19.501         1
        63     0.029    12.337         1
        64     0.052     7.821         1
        65     0.032    10.044         1
        66     0.080     7.190         1
        67     0.136     1.884         1
        68     0.041    11.374         1
        69     0.092    13.484         1
        70     0.070     7.115         1
        71     0.083     1.889         1
        72     0.026    14.155         1
        73     0.028    18.277         1
        74     0.037    29.402         1
        75     0.181    16.983         1
        76     0.085     4.476         1
        77     0.019     8.496         1
        78     0.371     1.835         1
        79     0.562    -0.620         1
        80     0.053     2.033         1
        81     0.209     7.816         1
        82     0.022    15.972         1
        83     0.026    13.152         1
        84     0.985    -0.191         1
        85     0.037     7.859         1
        86     0.088     1.299         1
        87     0.028     6.644         1
        88     0.015    23.148         1
        89     0.011    19.513         1
        90     0.059     1.548         1
        92     0.042     3.130         2
        93     0.015    16.072         2
        94     0.389     0.364         2
        95     0.017    32.238         2
        96     0.029    20.881         2
        97     0.056     4.179         2
        98     0.727     0.057         2
        99     0.029    15.428         2
       100     0.008    34.747         2
       101     0.005    25.133         2
       102     0.456     0.482         2
       103     0.035    17.070         2
       104     0.043     6.543         2
       105     0.218     0.357         2
       106     0.040    13.705         2
       107     0.015    26.303         2
       108     0.013    14.346         2
       109     0.636    -0.094         2
       110     0.030    15.177         2
       111     0.028     5.972         2
       112     0.052    11.754         2
       113     0.025    10.492         2
