[ResolutionStats 1] 

8.293654 	 9.880435 	 0.387569
10.357792 	 7.670355 	 0.027255
12.425305 	 3.566220 	 0.020164
14.496888 	 8.413231 	 0.003074
16.573246 	 8.732324 	 0.010361
18.655099 	 17.020424 	 0.001700
20.743184 	 7.288300 	 0.018455
22.838256 	 16.379689 	 0.010109
24.941096 	 19.348771 	 0.011144
27.052505 	 12.765472 	 0.012978
29.173316 	 12.183779 	 0.012931
31.304393 	 6.653781 	 0.017040
33.446634 	 5.150981 	 0.010289
35.600978 	 7.421192 	 0.031372
37.768407 	 6.260974 	 0.040289
39.949953 	 4.617358 	 0.020837
42.146703 	 4.282642 	 0.016114
44.359804 	 4.675284 	 0.023015
46.590471 	 6.431339 	 0.022948
48.839997 	 3.900883 	 0.038029
51.109758 	 4.933391 	 0.034814
53.401225 	 2.662483 	 0.044033
55.715978 	 3.731982 	 0.036066
58.055718 	 3.030761 	 0.053677
60.422279 	 2.705749 	 0.062784
62.817652 	 3.074522 	 0.020968
65.244003 	 2.842426 	 0.042713
67.703700 	 3.309351 	 0.049475
70.199338 	 3.139083 	 0.042282
72.733781 	 3.892592 	 0.038739
75.310200 	 3.865982 	 0.039975
77.932123 	 2.998037 	 0.049910
80.603502 	 2.625156 	 0.058359
83.328787 	 2.711853 	 0.060249
86.113022 	 2.537178 	 0.055598
88.961968 	 2.058864 	 0.074611
91.882255 	 2.139627 	 0.078380
94.881581 	 2.317358 	 0.071134
97.968974 	 2.632978 	 0.059187
101.155146 	 2.383090 	 0.067241
104.452963 	 2.444108 	 0.077544
107.878116 	 2.394785 	 0.097895
111.450078 	 2.361742 	 0.101172
115.193520 	 1.658940 	 0.138486
119.140491 	 2.291351 	 0.092648
123.333940 	 2.099643 	 0.117409
127.833733 	 1.875092 	 0.116549
132.727766 	 1.726402 	 0.107091
138.154683 	 1.940514 	 0.101363
144.357692 	 2.397574 	 0.109580
