[ProfileCorrFrame 1]

     0     0  0.077699
     0     2  0.419873
     0     3  0.330253
     0     4  0.302284
     0     5  0.136546
     0     6  0.408718
     0     7  0.332489
     0     8  0.379035
     0     9  0.475301
     0    10  0.265231
     0    11  0.434008
     0    12  0.320104
     0    13  0.260829
     0    14  0.233029
     0    15  0.509656
     0    16  0.249815
     0    17  0.313147
     0    18  0.512190
     0    19  0.082218
     0    20  0.261373
     0    21  0.282805
     0    22  0.329413
     0    23  0.076528
     0    24  0.143403
     0    25  0.468914
     0    26  0.209649
     0    27  0.174179
     0    28  0.423870
     0    29  0.252606
     0    30  0.321089
     0    31  0.382761
     0    32  0.337762
     0    33  0.222404
     0    34  0.276067
     0    35  0.310931
     0    36  0.363949
     0    37  0.363941
     0    38  0.227895
     0    39  0.351740
     0    40  0.081289
     0    41  0.443468
     0    42  0.165824
     0    43  0.233317
     0    44  0.180337
     0    45  0.300471
     0    46  0.284876
     0    47  0.177640
     0    48  0.243165
     0    49  0.317931
     0    50  0.256434
     0    51  0.183877
     0    52  0.397525
     0    53  0.436467
     0    54  0.261909
     0    55  0.447829
     0    56  0.459748
     0    57  0.279792
     0    58  0.212280
     0    59  0.424515
     0    60  0.348511
     0    61  0.339836
     0    62  0.391362
     0    63  0.405928
     0    64  0.399769
     0    65  0.218678
     0    66  0.261657
     0    67  0.371782
     0    68  0.415487
     0    69  0.284820
     0    70  0.280953
     0    71  0.290612
     0    72  0.091262
     0    73  0.338068
     0    74  0.354711
     0    75  0.248792
     0    76  0.091378
     0    77  0.325994
     0    78 -0.012074
     0    79  0.324045
     0    80  0.372537
     0    81  0.325320
     0    82  0.436378
     0    83  0.017285
     0    84  0.348192
     0    85  0.218944
     0    86  0.331867
     0    87  0.362287
     0    88  0.159257
     0    89  0.699074
     1     1  0.287523
     1     2  0.322285
     1     3  0.121257
     1     4  0.431200
     1     5  0.284692
     1     6  0.244349
     1     7  0.035249
     1     8  0.520921
     1     9  0.280854
     1    10  0.454322
     1    11  0.144822
     1    12  0.271468
     1    13  0.213879
     1    14  0.035433
     1    15  0.175981
     1    16  0.343660
     1    17  0.417276
     1    18  0.194701
     1    19  0.220982
     1    20  0.083528
     1    21  0.258749
     1    22  0.151322
     1    23  0.024942
     1    24  0.102991
     1    25  0.222578
     1    26  0.463690
     1    27  0.572103
     1    28  0.734878
     1    29  0.141535
     1    30  0.508317
     1    31  0.331167
     1    32  0.218109
     1    33  0.161089
     1    34  0.220812
     1    35  0.362771
     1    36  0.380488
     1    37  0.390525
     1    38  0.344146
     1    39  0.040906
     1    40  0.247324
     1    41  0.472103
     1    42  0.152951
     1    43  0.176541
     1    44  0.290373
     1    45  0.598283
     1    46  0.232461
     1    47  0.357815
     1    48  0.120485
     1    49  0.581038
     1    50  0.007131
     1    51  0.053471
     1    52  0.253311
     1    53 -0.030539
     1    54  0.225024
     1    55  0.393268
     1    56  0.384560
     1    57  0.145318
     1    58  0.298497
     1    59  0.427710
     1    60  0.126008
     1    61  0.412256
