[PredictAccuracyVsFrame 1]

    1    1     0.49     0.44     0.18     0.02
    1    2     0.59     0.24     0.17     0.07
    1    3     0.71     0.39     0.16    -0.03
    1    4     0.67     0.41     0.22     0.05
    1    5     0.56     0.24     0.21    -0.00
    1    6     0.67     0.40     0.22    -0.09
    1    7     0.85     0.39     0.20     0.01
    1    8     0.71     0.34     0.19     0.00
    1    9     0.49     0.37     0.13     0.01
    1   10     0.95     0.42     0.14     0.14
    1   11     0.26     0.37     0.20     0.05
    1   12     0.96     0.39     0.24     0.06
    1   13     0.56     0.31     0.20     0.20
    1   14     0.61     0.37     0.16     0.11
    1   15     0.70     0.41     0.17     0.07
    1   16     0.49     0.38     0.18    -0.02
    1   17     0.24     0.45     0.19    -0.19
    1   18     0.77     0.40     0.12     0.12
    1   19     0.67     0.41     0.13    -0.02
    1   20     0.41     0.37     0.23     0.15
    1   21     0.74     0.24     0.27     0.20
    1   22     0.47     0.45     0.19    -0.03
    1   23     0.31     0.35     0.14     0.04
    1   24     0.99     0.50     0.15    -0.09
    1   25     0.50     0.37     0.17     0.01
    1   26     0.92     0.51     0.21     0.06
    1   27     0.37     0.42     0.19     0.12
    1   28     0.25     0.50     0.23     0.08
    1   29     0.41     0.41     0.14    -0.03
    1   30     0.43     0.40     0.09     0.04
    1   31     0.55     0.35     0.24     0.15
    1   32     0.25     0.49     0.14    -0.11
    1   33     0.59     0.52     0.23    -0.23
    1   34     0.27     0.26     0.14    -0.07
    1   35     0.56     0.39     0.18    -0.06
    1   36     0.45     0.35     0.22     0.22
    1   37     0.47     0.42     0.21     0.01
    1   38     0.51     0.32     0.16    -0.05
    1   39     0.50     0.42     0.16     0.04
    1   40     0.60     0.38     0.15     0.07
    1   41     1.08     0.43     0.02     0.02
    1   42     0.58     0.34     0.17     0.01
    1   43     0.62     0.34     0.23    -0.12
    1   44     0.61     0.67     0.14     0.14
    1   45     0.51     0.38     0.22     0.07
    1   46     0.44     0.31     0.20     0.13
    1   47     0.29     0.49     0.17    -0.00
    1   48     0.60     0.44     0.20     0.12
    1   49     0.49     0.58     0.22     0.09
    1   50     0.34     0.39     0.17     0.07
    1   51     0.28     0.43     0.26    -0.26
    1   52     0.53     0.49     0.08     0.08
    1   53     0.61     0.56     0.20    -0.10
    1   54     0.34     0.38     0.18    -0.07
    1   55     0.38     0.48     0.07    -0.00
    1   56     0.55     0.50     0.14    -0.05
    1   57     0.47     0.42     0.17     0.04
    1   58     0.48     0.52     0.16    -0.03
    1   59     0.47     0.43     0.20    -0.00
    1   60     0.33     0.55     0.16    -0.00
    1   61     0.32     0.55     0.14    -0.14
    1   62     0.43     0.45     0.21     0.02
    1   63     0.34     0.54     0.16    -0.05
    1   64     0.49     0.46     0.18    -0.08
    1   65     0.31     0.53     0.23     0.13
    1   66     0.29     0.48     0.19     0.01
    1   67     0.50     0.45     0.14    -0.03
    1   68     0.33     0.52     0.21     0.16
    1   69     0.58     0.45     0.20     0.01
    1   70     0.55     0.38     0.25     0.08
    1   71     0.59     0.38     0.09    -0.02
    1   72     0.34     0.48     0.20    -0.02
    1   73     0.27     0.45     0.17     0.10
    1   74     0.23     0.55     0.22    -0.01
    1   75     0.33     0.58     0.21     0.10
    1   76     0.32     0.52     0.19    -0.03
    1   77     0.55     0.53     0.18    -0.05
    1   78     0.28     0.44     0.24     0.06
    1   79     0.33     0.43     0.16     0.05
    1   80     0.24     0.45     0.15    -0.10
    1   81     0.38     0.49     0.10     0.01
    1   82     0.48     0.52     0.22    -0.04
    1   83     0.29     0.54     0.20     0.20
    1   84     0.31     0.55     0.21    -0.11
    1   85     0.28     0.57     0.26    -0.01
    1   86     0.26     0.53     0.14     0.03
    1   87     0.14     0.40     0.20    -0.04
    1   88     0.49     0.44     0.18     0.02
