[Profiles 1] 

1 1 	 0.768698 	 0.819234 	 1.014274
1 2 	 0.768698 	 0.819234 	 1.014274
1 3 	 0.768698 	 0.819234 	 1.014274
1 4 	 0.768698 	 0.819234 	 1.014274
1 5 	 0.768698 	 0.819234 	 1.014274
1 6 	 0.768698 	 0.819234 	 1.014274
1 7 	 0.768698 	 0.819234 	 1.014274
1 8 	 0.768698 	 0.819234 	 1.014274
1 9 	 0.768698 	 0.819234 	 1.014274
1 10 	 0.768698 	 0.819234 	 1.014274
1 11 	 0.768698 	 0.819234 	 1.014274
1 12 	 0.768698 	 0.819234 	 1.014274
1 13 	 0.768698 	 0.819234 	 1.014274
1 14 	 0.768698 	 0.819234 	 1.014274
1 15 	 0.768698 	 0.819234 	 1.014274
1 16 	 0.768698 	 0.819234 	 1.014274
1 17 	 0.768698 	 0.819234 	 1.014274
1 18 	 0.768698 	 0.819234 	 1.014274
1 19 	 0.768698 	 0.819234 	 1.014274
1 20 	 0.768915 	 0.819852 	 1.011683
1 21 	 0.766755 	 0.815603 	 1.013443
1 22 	 0.765978 	 0.817380 	 1.005806
1 23 	 0.766258 	 0.817509 	 0.999698
1 24 	 0.769458 	 0.821963 	 1.014033
1 25 	 0.770185 	 0.823043 	 1.018154
1 26 	 0.770127 	 0.822591 	 1.024130
1 27 	 0.770036 	 0.824714 	 1.012360
1 28 	 0.771557 	 0.827649 	 1.018568
1 29 	 0.772027 	 0.828433 	 1.023371
1 30 	 0.771779 	 0.829892 	 1.028629
1 31 	 0.773644 	 0.831827 	 1.030293
1 32 	 0.775008 	 0.835416 	 1.034015
1 33 	 0.775561 	 0.837202 	 1.030373
1 34 	 0.775841 	 0.836954 	 1.026300
1 35 	 0.772868 	 0.834540 	 1.019290
1 36 	 0.773967 	 0.835976 	 1.021867
1 37 	 0.774247 	 0.838262 	 1.009100
1 38 	 0.776697 	 0.842980 	 1.006000
1 39 	 0.775276 	 0.842553 	 1.006489
1 40 	 0.776800 	 0.847583 	 1.003590
1 41 	 0.776671 	 0.848818 	 1.003631
1 42 	 0.777641 	 0.852481 	 1.004381
1 43 	 0.778519 	 0.855644 	 1.002137
1 44 	 0.777937 	 0.857116 	 0.993432
1 45 	 0.776601 	 0.858193 	 0.999040
1 46 	 0.775845 	 0.858342 	 0.992278
1 47 	 0.775956 	 0.859959 	 0.993850
1 48 	 0.777742 	 0.865202 	 0.995797
1 49 	 0.774454 	 0.867133 	 0.972842
1 50 	 0.774255 	 0.869439 	 0.977425
1 51 	 0.773905 	 0.870386 	 0.970959
1 52 	 0.773338 	 0.870275 	 0.971507
1 53 	 0.774048 	 0.872390 	 0.966952
1 54 	 0.771486 	 0.871310 	 0.962296
1 55 	 0.772763 	 0.875672 	 0.968457
1 56 	 0.773825 	 0.880390 	 0.969293
1 57 	 0.772328 	 0.880123 	 0.966817
1 58 	 0.775343 	 0.888690 	 0.960056
1 59 	 0.775311 	 0.889424 	 0.965502
1 60 	 0.776121 	 0.891043 	 0.966809
1 61 	 0.774984 	 0.891459 	 0.950504
1 62 	 0.773674 	 0.891691 	 0.956229
1 63 	 0.774470 	 0.894237 	 0.950089
1 64 	 0.773503 	 0.894704 	 0.953137
1 65 	 0.772156 	 0.893898 	 0.946464
1 66 	 0.771710 	 0.895802 	 0.943831
1 67 	 0.772904 	 0.901032 	 0.931357
1 68 	 0.772658 	 0.901587 	 0.935381
1 69 	 0.771354 	 0.901707 	 0.928642
1 70 	 0.771442 	 0.902110 	 0.934000
1 71 	 0.771442 	 0.902110 	 0.934000
1 72 	 0.771442 	 0.902110 	 0.934000
1 73 	 0.771442 	 0.902110 	 0.934000
1 74 	 0.771442 	 0.902110 	 0.934000
1 75 	 0.771442 	 0.902110 	 0.934000
1 76 	 0.771442 	 0.902110 	 0.934000
1 77 	 0.771442 	 0.902110 	 0.934000
1 78 	 0.771442 	 0.902110 	 0.934000
1 79 	 0.771442 	 0.902110 	 0.934000
1 80 	 0.771442 	 0.902110 	 0.934000
1 81 	 0.771442 	 0.902110 	 0.934000
1 82 	 0.771442 	 0.902110 	 0.934000
1 83 	 0.771442 	 0.902110 	 0.934000
1 84 	 0.771442 	 0.902110 	 0.934000
1 85 	 0.771442 	 0.902110 	 0.934000
1 86 	 0.771442 	 0.902110 	 0.934000
1 87 	 0.771442 	 0.902110 	 0.934000
1 88 	 0.771442 	 0.902110 	 0.934000
