[Profiles 1] 

9 1 	 1.967230 	 0.952275 	 1.572112
9 2 	 1.967230 	 0.952275 	 1.572112
9 3 	 1.967230 	 0.952275 	 1.572112
9 4 	 1.967230 	 0.952275 	 1.572112
9 5 	 1.967230 	 0.952275 	 1.572112
9 6 	 1.967230 	 0.952275 	 1.572112
9 7 	 1.967230 	 0.952275 	 1.572112
9 8 	 1.967230 	 0.952275 	 1.572112
9 9 	 1.967230 	 0.952275 	 1.572112
9 10 	 1.967230 	 0.952275 	 1.572112
9 11 	 1.967230 	 0.952275 	 1.572112
9 12 	 1.967230 	 0.952275 	 1.572112
9 13 	 1.967230 	 0.952275 	 1.572112
9 14 	 1.967230 	 0.952275 	 1.572112
9 15 	 1.967230 	 0.952275 	 1.572112
9 16 	 1.967230 	 0.952275 	 1.572112
9 17 	 1.967230 	 0.952275 	 1.572112
9 18 	 1.967230 	 0.952275 	 1.572112
9 19 	 1.967230 	 0.952275 	 1.572112
9 20 	 1.967230 	 0.952275 	 1.572112
9 21 	 1.967230 	 0.952275 	 1.572112
9 22 	 1.967230 	 0.952275 	 1.572112
9 23 	 1.967230 	 0.952275 	 1.572112
9 24 	 1.967230 	 0.952275 	 1.572112
9 25 	 1.967230 	 0.952275 	 1.572112
9 26 	 1.967230 	 0.952275 	 1.572112
9 27 	 1.967230 	 0.952275 	 1.572112
9 28 	 1.967230 	 0.952275 	 1.572112
9 29 	 1.967230 	 0.952275 	 1.572112
9 30 	 1.967230 	 0.952275 	 1.572112
9 31 	 1.967230 	 0.952275 	 1.572112
9 32 	 1.967230 	 0.952275 	 1.572112
9 33 	 1.967230 	 0.952275 	 1.572112
9 34 	 1.967230 	 0.952275 	 1.572112
9 35 	 1.967230 	 0.952275 	 1.572112
9 36 	 1.967230 	 0.952275 	 1.572112
9 37 	 1.967230 	 0.952275 	 1.572112
9 38 	 1.967230 	 0.952275 	 1.572112
9 39 	 1.967230 	 0.952275 	 1.572112
9 40 	 1.967230 	 0.952275 	 1.572112
9 41 	 1.967230 	 0.952275 	 1.572112
9 42 	 1.967230 	 0.952275 	 1.572112
9 43 	 1.967230 	 0.952275 	 1.572112
9 44 	 1.967230 	 0.952275 	 1.572112
9 45 	 1.967230 	 0.952275 	 1.572112
9 46 	 1.967230 	 0.952275 	 1.572112
9 47 	 1.967230 	 0.952275 	 1.572112
9 48 	 1.967230 	 0.952275 	 1.572112
9 49 	 1.967230 	 0.952275 	 1.572112
9 50 	 1.967230 	 0.952275 	 1.572112
9 51 	 1.967230 	 0.952275 	 1.572112
9 52 	 1.967230 	 0.952275 	 1.572112
9 53 	 1.967230 	 0.952275 	 1.572112
9 54 	 1.967230 	 0.952275 	 1.572112
9 55 	 1.967230 	 0.952275 	 1.572112
9 56 	 1.967230 	 0.952275 	 1.572112
9 57 	 1.967230 	 0.952275 	 1.572112
9 58 	 1.967230 	 0.952275 	 1.572112
9 59 	 1.967230 	 0.952275 	 1.572112
9 60 	 1.967230 	 0.952275 	 1.572112
9 61 	 1.967230 	 0.952275 	 1.572112
9 62 	 1.967230 	 0.952275 	 1.572112
9 63 	 1.967230 	 0.952275 	 1.572112
9 64 	 1.967230 	 0.952275 	 1.572112
9 65 	 1.967230 	 0.952275 	 1.572112
9 66 	 1.967230 	 0.952275 	 1.572112
9 67 	 1.967230 	 0.952275 	 1.572112
9 68 	 1.967230 	 0.952275 	 1.572112
9 69 	 1.967230 	 0.952275 	 1.572112
9 70 	 1.967230 	 0.952275 	 1.572112
9 71 	 1.967230 	 0.952275 	 1.572112
9 72 	 1.967230 	 0.952275 	 1.572112
9 73 	 1.967230 	 0.952275 	 1.572112
