C ,  -0.053157
C ,   0.397770
C ,  -0.298828
C ,  -0.193931
S ,  -0.000284
H ,   0.144265
H ,   0.180507
C ,  -0.053157
C ,   0.397770
S ,  -0.000284
C ,  -0.298828
C ,  -0.193931
H ,   0.144265
H ,   0.180507
O ,  -0.604347
O ,  -0.604347
H ,   0.428006
H ,   0.428006
