[Scale3PackRint 1]
         1     0.043    64.079         1
         2     0.059    17.711         1
         3     0.022    34.419         1
         4     0.038    29.053         1
         5     0.028    27.373         1
         6     0.028    25.761         1
         7     0.055    26.969         1
         8     0.044    16.504         1
         9     0.031    27.045         1
        10     0.019    43.865         1
        11     0.016    43.535         1
        12     0.036    12.717         1
        13     0.014    43.024         1
        14     0.039    37.599         1
        15     0.016    36.307         1
        16     0.015    27.237         1
        17     0.044    12.660         1
        18     0.029    16.868         1
        19     0.012    37.304         1
        20     0.009    37.271         1
        21     0.056    16.879         1
        22     0.024    29.003         1
        23     0.059    18.164         1
        24     0.016    30.629         1
        25     0.036    26.084         1
        26     0.023    39.020         1
        27     0.015    17.364         1
        28     0.027    52.278         1
        29     0.038    21.588         1
        30     0.017    26.193         1
        31     0.065    21.110         1
        32     0.021    25.074         1
        33     0.037    24.728         1
        34     0.026    20.654         1
        35     0.029    20.741         1
        36     0.006    49.388         1
        37     0.014    58.259         1
        38     0.034    24.738         1
        39     0.030    17.752         1
        40     0.031    22.900         1
        41     0.051     8.294         1
        42     0.030    22.023         1
        43     0.050    21.402         1
        44     0.041    18.124         1
        45     0.016    32.346         1
        46     0.051    27.660         1
        47     0.017    65.001         1
        48     0.022    52.019         1
        49     0.073    20.566         1
        50     0.015    43.586         1
        51     0.036    23.292         1
        52     0.012    14.826         1
        53     0.023    38.133         1
        54     0.020    36.225         1
        55     0.015    25.984         1
        56     0.014    36.216         1
        57     0.030    29.295         1
        58     0.031    28.623         1
        59     0.017    22.383         1
        60     0.007    32.322         1
        61     0.044    17.119         1
        62     0.033    14.831         1
        63     0.062    19.499         1
        64     0.028    17.473         1
        65     0.025    31.827         1
        66     0.009    32.934         1
        67     0.029    43.894         1
        68     0.030    29.753         1
        69     0.047    28.587         1
        70     0.047    14.876         1
        71     0.018    32.370         1
        72     0.026    25.458         1
        73     0.025    27.117         1
        74     0.015    51.822         1
        75     0.037    32.293         1
        76     0.023    26.715         1
        77     0.029    26.457         1
        78     0.023    26.498         1
        79     0.015    34.033         1
        80     0.031    20.971         1
        81     0.018    26.285         1
        82     0.031    26.469         1
        83     0.019    28.646         1
        84     0.043    15.863         1
        85     0.022    42.628         1
        86     0.048    35.072         1
        87     0.024    28.602         1
        88     0.031    45.027         1
        89     0.025    19.451         2
        90     0.040    21.831         2
        91     0.034    17.152         2
        92     0.133     4.513         2
        93     0.018    12.953         2
        94     0.061    11.967         2
        95     0.019    11.061         2
        96     0.044    11.404         2
        97     0.030    14.596         2
        98     0.023    21.887         2
        99     0.053    12.579         2
       100     0.020    14.043         2
       101     0.027    11.455         2
       102     0.047    17.490         2
       103     0.027    12.206         2
       104     0.052    14.427         2
       105     0.016    14.154         2
       106     0.032    14.883         2
       107     0.026    16.836         2
       108     0.030    12.176         2
       109     0.029    20.933         2
       110     0.026    17.095         2
       111     0.021    16.689         2
       112     0.041    14.360         2
       113     0.032    14.427         2
       114     0.046    11.500         2
       115     0.041     8.724         2
       116     0.052    10.189         2
       117     0.041    12.578         2
       118     0.033    18.707         2
       119     0.030    13.516         2
       120     0.036    16.079         2
       121     0.082     6.245         2
       122     0.024    21.800         2
       123     0.028    11.238         2
       124     0.035    14.636         2
       125     0.070     7.436         2
       126     0.048     8.598         2
       127     0.052    16.037         2
       128     0.058     9.348         2
       129     0.048    20.583         2
       130     0.044    12.599         2
       131     0.046     8.565         2
       132     0.034    12.431         2
       133     0.040    14.140         2
       134     0.051    11.164         2
       135     0.045    13.809         2
       136     0.088    18.537         2
       137     0.040    18.825         2
       138     0.088     8.882         2
       139     0.063     6.583         2
       140     0.081    14.390         2
       141     0.096     9.539         2
       142     0.066    12.800         2
       143     0.037    20.244         2
       144     0.041    11.960         2
       145     0.046    15.055         2
       146     0.058    11.665         2
       147     0.092     7.394         2
       148     0.062    11.090         2
       149     0.052     9.476         2
       150     0.034    18.084         2
       151     0.058     8.611         2
       152     0.117     3.613         2
       153     0.041    13.970         2
       154     0.058     9.680         2
       155     0.054    16.333         2
       156     0.069     8.306         2
       157     0.023    14.808         2
       158     0.046    12.009         2
       159     0.036    12.406         2
       160     0.093     5.366         2
       161     0.069     9.331         2
       162     0.035     9.919         2
