[Scale3Pack 1]
       452     0.938         7
       453     0.940         7
       454     0.942         7
       455     0.944         7
       456     0.946         7
       457     0.946         7
       458     0.946         7
       459     0.945         7
       460     0.944         7
       461     0.944         7
       462     0.944         7
       463     0.943         7
       464     0.939         7
       465     0.937         7
       466     0.937         7
       467     0.937         7
       468     0.933         7
       469     0.930         7
       470     0.924         7
       471     0.912         7
       472     0.905         7
       473     0.897         7
       474     0.888         7
       475     0.880         7
       476     0.869         7
       477     0.861         7
       478     0.857         7
       479     0.853         7
       480     0.861         7
       481     0.869         7
       482     0.877         7
       483     0.884         7
       484     0.880         7
       485     0.877         7
       486     0.876         7
       487     0.875         7
       488     0.874         7
       489     0.875         7
       490     0.876         7
       491     0.876         7
       492     0.873         7
       493     0.872         7
       494     0.870         7
       495     0.864         7
       496     0.858         7
       497     0.856         7
       498     0.854         7
       499     0.855         7
       500     0.855         7
       501     0.854         7
       502     0.851         7
       503     0.849         7
       504     0.850         7
       505     0.852         7
       506     0.853         7
       507     0.855         7
       508     0.856         7
       509     0.858         7
       510     0.861         7
       511     0.862         7
       512     0.865         7
       513     0.868         7
       514     0.872         7
       515     0.877         7
       516     0.880         7
       517     0.885         7
       518     0.889         7
       519     0.886         7
       520     0.885         7
       521     0.883         7
       522     0.882         7
       523     0.880         7
       524     0.878         7
       525     0.887         7
       526     0.896         7
       527     0.900         7
       528     0.906         7
       529     0.908         7
       530     0.911         7
