mean_x mean_y mean_z mean_r sd_x sd_y sd_z sd_r data
0.19117281212121215 1.3797942545454545 0.9793445414141414 2.330522583620041 1.0796617765102594 1.0287349849869465 1.190393402318229 1.0531623286948602 
