[ResolutionStats 1] 

9.031438 	 103.608095 	 0.010697
11.076914 	 43.839736 	 0.005441
13.125937 	 24.633489 	 0.068620
15.179184 	 41.232633 	 0.017728
17.237346 	 55.112273 	 0.052698
19.301127 	 69.819661 	 0.029875
21.371249 	 66.826482 	 0.018640
23.448452 	 38.415314 	 0.017322
25.533500 	 27.360247 	 0.009568
27.627182 	 32.514676 	 0.044258
29.730312 	 55.303764 	 0.018880
31.843740 	 33.427534 	 0.019211
33.968348 	 19.135435 	 0.043200
36.105057 	 31.050064 	 0.031890
38.254834 	 34.606304 	 0.036220
40.418693 	 28.335970 	 0.023147
42.597700 	 29.128331 	 0.027733
44.792985 	 26.106679 	 0.035369
47.005742 	 22.428171 	 0.013906
49.237242 	 22.941844 	 0.022751
51.488837 	 22.744029 	 0.031653
53.761975 	 19.571448 	 0.017741
56.058208 	 20.828858 	 0.018939
58.379207 	 15.500617 	 0.024130
60.726774 	 17.399441 	 0.015959
63.102866 	 17.308579 	 0.024768
65.509609 	 15.089650 	 0.030898
67.949326 	 11.570644 	 0.034336
70.424566 	 12.544848 	 0.038822
72.938136 	 13.239322 	 0.034780
75.493144 	 9.498323 	 0.041808
78.093048 	 12.229005 	 0.035201
80.741714 	 10.599703 	 0.041263
83.443496 	 10.995605 	 0.036646
86.203325 	 9.652044 	 0.035753
89.026824 	 8.495384 	 0.041730
91.920460 	 9.943683 	 0.033010
94.891732 	 9.603804 	 0.036015
97.949423 	 9.806588 	 0.035146
101.103935 	 9.904398 	 0.038151
104.367740 	 8.127515 	 0.052568
107.756018 	 8.064455 	 0.038940
111.287555 	 9.269492 	 0.041681
114.986081 	 8.538394 	 0.038585
118.882304 	 8.935845 	 0.034195
123.017186 	 8.224516 	 0.051063
127.447474 	 9.531082 	 0.060398
132.255808 	 8.888984 	 0.065619
137.571048 	 9.542802 	 0.051055
143.615265 	 10.280096 	 0.020012
