[PredictAccuracyVsFrame 1]

    1    1     0.27     0.15     0.18     0.00
    1    2     0.25     0.15     0.17     0.03
    1    3     0.32     0.08     0.17    -0.07
    1    4     0.43     0.24     0.22    -0.00
    1    5     0.43     0.23     0.22    -0.01
    1    6     0.41     0.23     0.22    -0.11
    1    7     0.35     0.13     0.20    -0.03
    1    8     0.43     0.20     0.17    -0.02
    1    9     0.27     0.16     0.13     0.03
    1   10     0.37     0.04     0.05     0.02
    1   11     0.19     0.11     0.22     0.07
    1   12     0.47     0.14     0.18    -0.01
    1   13     0.32     0.12     0.19     0.19
    1   14     0.32     0.16     0.14     0.08
    1   15     0.37     0.17     0.16     0.04
    1   16     0.33     0.19     0.18    -0.04
    1   17     0.14     0.29     0.22    -0.22
    1   18     0.34     0.05     0.10     0.07
    1   19     0.10     0.08     0.12    -0.04
    1   20     0.10     0.05     0.21     0.11
    1   21     0.40     0.19     0.24     0.17
    1   22     0.15     0.15     0.20    -0.06
    1   23     0.20     0.09     0.13     0.01
    1   24     0.43     0.09     0.18    -0.18
    1   25     0.22     0.10     0.18     0.01
    1   26     0.36     0.13     0.22     0.03
    1   27     0.21     0.15     0.20     0.14
    1   28     0.23     0.14     0.22     0.05
    1   29     0.29     0.20     0.15    -0.10
    1   30     0.13     0.14     0.09     0.02
    1   31     0.32     0.08     0.21     0.13
    1   32     0.17     0.19     0.16    -0.13
    1   33     0.04     0.01     0.25    -0.25
    1   34     0.32     0.20     0.15    -0.08
    1   35     0.19     0.12     0.19    -0.09
    1   36     0.29     0.20     0.20     0.20
    1   37     0.26     0.24     0.20     0.01
    1   38     0.17     0.09     0.18    -0.08
    1   39     0.16     0.16     0.16     0.01
    1   40     0.18     0.20     0.16     0.07
    1   41     0.62     0.13     0.01    -0.01
    1   42     0.17     0.07     0.16    -0.05
    1   43     0.32     0.11     0.26    -0.04
    1   44     0.26     0.33     0.12     0.12
    1   45     0.22     0.10     0.21     0.06
    1   46     0.23     0.15     0.19     0.09
    1   47     0.22     0.09     0.19     0.04
    1   48     0.37     0.13     0.19     0.10
    1   49     0.21     0.34     0.23     0.15
    1   50     0.17     0.08     0.17     0.07
    1   51     0.18     0.22     0.27    -0.27
    1   52     0.35     0.21     0.08     0.08
