1	0
1.02	0
1.04	0
1.06	0
1.08	0
1.1	0
1.12	0
1.14	0
1.16	0
1.18	0
1.2	0
1.22	0
1.24	0
1.26	0
1.28	0
1.3	0
1.32	0
1.34	0
1.36	0
1.38	0
1.4	0
1.42	0
1.44	0
1.46	0
1.48	0
1.5	0
1.52	0
1.54	0
1.56	0
1.58	0
1.6	0
1.62	0
1.64	0
1.66	0
1.68	0
1.7	0
1.72	0
1.74	0
1.76	0
1.78	0
1.8	0
1.82	0
1.84	0
1.86	0
1.88	0
1.9	0
1.92	0
1.94	0
1.96	0
1.98	0
2	0
2.02	0
2.04	0
2.06	0
2.08	0
2.1	0
2.12	0
2.14	0
2.16	0
2.18	0
2.2	0
2.22	0
2.24	0
2.26	0
2.28	0
2.3	0
2.32	0
2.34	0
2.36	0
2.38	0
2.4	0
2.42	0
2.44	0
2.46	0
2.48	0
2.5	0
2.52	0
2.54	0
2.56	0
2.58	0
2.6	0
2.62	0
2.64	0
2.66	0
2.68	0
2.7	0
2.72	0
2.74	0
2.76	0
2.78	0
2.8	0
2.82	0
2.84	0
2.86	0
2.88	0
2.9	0
2.92	0
2.94	0
2.96	0
2.98	0
3	0
3.02	0
3.04	0
3.06	0
3.08	0
3.1	0
3.12	0
3.14	0
3.16	0
3.18	0
3.2	0
3.22	0
3.24	0
3.26	0
3.28	0
3.3	0
3.32	0
3.34	0
3.36	0
3.38	0
3.4	0
3.42	0
3.44	0
3.46	0
3.48	0
3.5	0
3.52	0
3.54	0
3.56	0
3.58	0
3.6	0
3.62	0
3.64	0
3.66	0
3.68	0
3.7	0
3.72	0
3.74	0
3.76	0
3.78	0
3.8	0
3.82	0
3.84	0
3.86	0
3.88	0
3.9	0
3.92	0
3.94	0
3.96	0
3.98	0
4	0
4.02	0
4.04	0
4.06	0
4.08	0
4.1	0
4.12	0
4.14	0
4.16	0
4.18	0
4.2	0
4.22	0
4.24	0
4.26	0
4.28	0
4.3	0
4.32	0
4.34	0
4.36	0
4.38	0
4.4	0
4.42	0
4.44	0
4.46	0
4.48	0
4.5	0
4.52	0
4.54	0
4.56	0
4.58	0
4.6	0
4.62	0
4.64	0
4.66	0
4.68	0
4.7	0
4.72	0
4.74	0
4.76	0
4.78	0
4.8	0
4.82	0
4.84	0
4.86	0
4.88	0
4.9	0
4.92	0
4.94	0
4.96	0
4.98	0
5	0
5.02	0
5.04	0
5.06	0
5.08	0
5.1	0
5.12	0
5.14	0
5.16	0
5.18	0
5.2	0
5.22	0
5.24	0
5.26	0
5.28	0
5.3	0
5.32	0
5.34	0
5.36	0
5.38	0
5.4	0
5.42	0
5.44	0
5.46	0
5.48	0
5.5	0
5.52	0
5.54	0
5.56	0
5.58	0
5.6	0
5.62	0
5.64	0
5.66	0
5.68	0
5.7	0
5.72	0
5.74	0
5.76	0
5.78	0
5.8	0
5.82	0
5.84	0
5.86	0
5.88	0
5.9	0
5.92	0
5.94	0
5.96	0
5.98	0
6	0
6.02	0
6.04	0
6.06	0
6.08	0
6.1	0
6.12	0
6.14	0
6.16	0
6.18	0
6.2	0
6.22	0
6.24	0
6.26	0
6.28	0
6.3	0
6.32	0
6.34	0
6.36	0
6.38	0
6.4	0
6.42	0
6.44	0
6.46	0
6.48	0
6.5	0
6.52	0
6.54	0.0667333
6.56	0.068585
6.58	0.0705147
6.6	0.072527
6.62	0.0746267
6.64	0.0768189
6.66	0.079109
6.68	0.081503
6.7	0.0840074
6.72	0.0866289
6.74	0.0893749
6.76	0.0922536
6.78	0.0952736
6.8	0.0984442
6.82	0.101776
6.84	0.105279
6.86	0.108966
6.88	0.112851
6.9	0.116946
6.92	0.121269
6.94	0.125835
6.96	0.130665
6.98	0.135777
7	0.141195
7.02	0.146944
7.04	0.153051
7.06	0.159546
7.08	0.166464
7.1	0.17384
7.12	0.181718
7.14	0.190143
7.16	0.199167
7.18	0.208847
7.2	0.219251
7.22	0.23045
7.24	0.242529
7.26	0.255582
7.28	0.269715
7.3	0.285052
7.32	0.301733
7.34	0.319919
7.36	0.339797
7.38	0.361583
7.4	0.385528
7.42	0.411927
7.44	0.441125
7.46	0.473533
7.48	0.509636
7.5	0.550017
7.52	0.595377
7.54	0.646566
7.56	0.704621
7.58	0.770824
7.6	0.846763
7.62	0.934436
7.64	1.03637
7.66	1.15582
7.68	1.297
7.7	1.46547
7.72	1.66866
7.74	1.91667
7.76	2.22355
7.78	2.60914
7.8	3.10229
7.82	3.74628
7.84	4.60951
7.86	5.8097
7.88	7.57119
7.9	10.3416
7.92	14.9566
7.94	22.7191
7.96	35.0833
7.98	52.0935
8	67.4376
8.02	67.2656
8.04	51.7768
8.06	34.8228
8.08	22.5478
8.1	14.8534
8.12	10.2806
8.14	7.53354
8.16	5.78482
8.18	4.59199
8.2	3.73341
8.22	3.09254
8.24	2.60159
8.26	2.21758
8.28	1.91189
8.3	1.66476
8.32	1.46225
8.34	1.29432
8.36	1.15356
8.38	1.03445
8.4	0.932792
8.42	0.845343
8.44	0.769589
8.46	10.6405
8.48	10.864
8.5	11.1064
8.52	11.3675
8.54	11.6471
8.56	11.9454
8.58	12.2626
8.6	12.5993
8.62	12.9559
8.64	13.3334
8.66	13.7325
8.68	14.1544
8.7	14.6001
8.72	15.0711
8.74	15.5688
8.76	16.0948
8.78	16.651
8.8	17.2394
8.82	17.8622
8.84	18.5219
8.86	19.2212
8.88	19.9631
8.9	20.7509
8.92	21.5883
8.94	22.4794
8.96	23.4286
8.98	24.4409
9	25.522
9.02	26.678
9.04	27.916
9.06	29.2435
9.08	30.6695
