[RefinedModels 1]

1 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
2 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
3 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
4 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
5 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
6 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
7 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
8 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
9 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
10 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
11 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
12 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
13 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
14 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
15 	 11 	 81.7903 	 31.9756 	 171.8714 	 1045.5440 	 1038.8506 	 0.0088 	 0.1450 	 0.1362
