[Profiles 1] 

6 1 	 1.480335 	 0.916556 	 1.630585
6 2 	 1.480335 	 0.916556 	 1.630585
6 3 	 1.480335 	 0.916556 	 1.630585
6 4 	 1.480335 	 0.916556 	 1.630585
6 5 	 1.480335 	 0.916556 	 1.630585
6 6 	 1.480335 	 0.916556 	 1.630585
6 7 	 1.480335 	 0.916556 	 1.630585
6 8 	 1.480335 	 0.916556 	 1.630585
6 9 	 1.480335 	 0.916556 	 1.630585
6 10 	 1.480335 	 0.916556 	 1.630585
6 11 	 1.480335 	 0.916556 	 1.630585
6 12 	 1.480335 	 0.916556 	 1.630585
6 13 	 1.480335 	 0.916556 	 1.630585
6 14 	 1.480335 	 0.916556 	 1.630585
6 15 	 1.480335 	 0.916556 	 1.630585
6 16 	 1.480335 	 0.916556 	 1.630585
6 17 	 1.480335 	 0.916556 	 1.630585
6 18 	 1.480335 	 0.916556 	 1.630585
6 19 	 1.480335 	 0.916556 	 1.630585
6 20 	 1.480335 	 0.916556 	 1.630585
6 21 	 1.480335 	 0.916556 	 1.630585
6 22 	 1.480335 	 0.916556 	 1.630585
6 23 	 1.480335 	 0.916556 	 1.630585
6 24 	 1.480335 	 0.916556 	 1.630585
6 25 	 1.480335 	 0.916556 	 1.630585
6 26 	 1.480335 	 0.916556 	 1.630585
6 27 	 1.480335 	 0.916556 	 1.630585
6 28 	 1.480335 	 0.916556 	 1.630585
6 29 	 1.480335 	 0.916556 	 1.630585
6 30 	 1.480335 	 0.916556 	 1.630585
6 31 	 1.480335 	 0.916556 	 1.630585
6 32 	 1.480335 	 0.916556 	 1.630585
6 33 	 1.480335 	 0.916556 	 1.630585
6 34 	 1.480335 	 0.916556 	 1.630585
6 35 	 1.480335 	 0.916556 	 1.630585
6 36 	 1.480335 	 0.916556 	 1.630585
6 37 	 1.480335 	 0.916556 	 1.630585
6 38 	 1.480335 	 0.916556 	 1.630585
6 39 	 1.480335 	 0.916556 	 1.630585
6 40 	 1.480335 	 0.916556 	 1.630585
6 41 	 1.480335 	 0.916556 	 1.630585
6 42 	 1.480335 	 0.916556 	 1.630585
6 43 	 1.480335 	 0.916556 	 1.630585
6 44 	 1.480335 	 0.916556 	 1.630585
6 45 	 1.480335 	 0.916556 	 1.630585
6 46 	 1.480335 	 0.916556 	 1.630585
6 47 	 1.480335 	 0.916556 	 1.630585
6 48 	 1.480335 	 0.916556 	 1.630585
