[PeltierCCS 1]
	Time [s]	Tcold	Thot	Aout	CoolTime	Tset	Power
Wed Apr 26 07:30:46 2017	 -39.98	  18.88	  44.36	        0	 -40.00	        0
Wed Apr 26 07:30:57 2017	 -39.98	  18.91	  44.39	        0	 -40.00	        0
Wed Apr 26 07:31:07 2017	 -39.98	  18.94	  44.49	        0	 -40.00	        0
Wed Apr 26 07:31:18 2017	 -39.98	  18.94	  44.51	        0	 -40.00	        0
Wed Apr 26 07:31:29 2017	 -39.98	  18.94	  44.56	        0	 -40.00	        0
Wed Apr 26 07:31:39 2017	 -40.00	  18.97	  44.41	        0	 -40.00	        0
Wed Apr 26 07:31:50 2017	 -40.00	  18.97	  44.31	        0	 -40.00	        0
Wed Apr 26 07:32:01 2017	 -40.00	  19.00	  44.34	        0	 -40.00	        0
Wed Apr 26 07:32:11 2017	 -40.01	  19.00	  44.29	        0	 -40.00	        0
Wed Apr 26 07:32:22 2017	 -40.00	  19.03	  44.33	        0	 -40.00	        0
Wed Apr 26 07:32:33 2017	 -40.00	  19.03	  44.36	        0	 -40.00	        0
Wed Apr 26 07:32:43 2017	 -39.98	  19.06	  44.51	        0	 -40.00	        0
Wed Apr 26 07:32:54 2017	 -39.98	  19.08	  44.60	        0	 -40.00	        0
Wed Apr 26 07:33:04 2017	 -39.98	  19.08	  44.61	        0	 -40.00	        0
Wed Apr 26 07:33:15 2017	 -39.99	  19.11	  44.57	        0	 -40.00	        0
Wed Apr 26 07:33:26 2017	 -39.98	  19.11	  44.63	        0	 -40.00	        0
Wed Apr 26 07:33:36 2017	 -39.98	  19.14	  44.67	        0	 -40.00	        0
Wed Apr 26 07:33:47 2017	 -39.99	  19.14	  44.67	        0	 -40.00	        0
Wed Apr 26 07:33:58 2017	 -39.98	  19.17	  44.75	        0	 -40.00	        0
Wed Apr 26 07:34:08 2017	 -39.98	  19.17	  44.78	        0	 -40.00	        0
Wed Apr 26 07:34:19 2017	 -39.98	  19.20	  44.78	        0	 -40.00	        0
Wed Apr 26 07:34:30 2017	 -39.99	  19.23	  44.77	        0	 -40.00	        0
Wed Apr 26 07:34:40 2017	 -39.99	  19.26	  44.71	        0	 -40.00	        0
Wed Apr 26 07:34:51 2017	 -40.00	  19.26	  44.66	        0	 -40.00	        0
Wed Apr 26 07:35:01 2017	 -39.99	  19.26	  44.80	        0	 -40.00	        0
Wed Apr 26 07:35:12 2017	 -39.98	  19.29	  44.91	        0	 -40.00	        0
Wed Apr 26 07:35:23 2017	 -39.99	  19.31	  44.88	        0	 -40.00	        0
Wed Apr 26 07:35:33 2017	 -39.99	  19.31	  44.85	        0	 -40.00	        0
Wed Apr 26 07:35:44 2017	 -39.99	  19.34	  44.86	        0	 -40.00	        0
Wed Apr 26 07:35:55 2017	 -39.98	  19.34	  45.01	        0	 -40.00	        0
Wed Apr 26 07:36:05 2017	 -39.99	  19.37	  44.95	        0	 -40.00	        0
Wed Apr 26 07:36:16 2017	 -39.98	  19.37	  45.05	        0	 -40.00	        0
Wed Apr 26 07:36:27 2017	 -39.98	  19.40	  45.07	        0	 -40.00	        0
Wed Apr 26 07:36:37 2017	 -39.99	  19.40	  45.07	        0	 -40.00	        0
Wed Apr 26 07:36:48 2017	 -40.00	  19.43	  44.96	        0	 -40.00	        0
Wed Apr 26 07:36:58 2017	 -40.00	  19.43	  44.94	        0	 -40.00	        0
Wed Apr 26 07:37:09 2017	 -39.99	  19.46	  45.06	        0	 -40.00	        0
Wed Apr 26 07:37:20 2017	 -39.99	  19.49	  45.08	        0	 -40.00	        0
Wed Apr 26 07:37:30 2017	 -39.99	  19.52	  45.10	        0	 -40.00	        0
Wed Apr 26 07:37:41 2017	 -39.98	  19.52	  45.22	        0	 -40.00	        0
Wed Apr 26 07:37:52 2017	 -39.98	  19.52	  45.24	        0	 -40.00	        0
Wed Apr 26 07:38:02 2017	 -39.99	  19.55	  45.12	        0	 -40.00	        0
Wed Apr 26 07:38:13 2017	 -39.99	  19.57	  45.23	        0	 -40.00	        0
Wed Apr 26 07:38:24 2017	 -39.99	  19.57	  45.22	        0	 -40.00	        0
Wed Apr 26 07:38:34 2017	 -39.98	  19.60	  45.34	        0	 -40.00	        0
Wed Apr 26 07:38:45 2017	 -39.98	  19.60	  45.32	        0	 -40.00	        0
Wed Apr 26 07:38:55 2017	 -39.99	  19.63	  45.25	        0	 -40.00	        0
Wed Apr 26 07:39:06 2017	 -39.99	  19.66	  45.27	        0	 -40.00	        0
Wed Apr 26 07:39:17 2017	 -39.99	  19.66	  45.32	        0	 -40.00	        0
Wed Apr 26 07:39:27 2017	 -39.98	  19.69	  45.45	        0	 -40.00	        0
Wed Apr 26 07:39:38 2017	 -39.98	  19.69	  45.44	        0	 -40.00	        0
Wed Apr 26 07:39:49 2017	 -39.99	  19.72	  45.42	        0	 -40.00	        0
Wed Apr 26 07:39:59 2017	 -40.00	  19.72	  45.34	        0	 -40.00	        0
Wed Apr 26 07:40:10 2017	 -39.99	  19.72	  45.40	        0	 -40.00	        0
Wed Apr 26 07:40:21 2017	 -39.98	  19.75	  45.49	        0	 -40.00	        0
Wed Apr 26 07:40:31 2017	 -39.99	  19.78	  45.43	        0	 -40.00	        0
Wed Apr 26 07:40:42 2017	 -39.99	  19.78	  45.43	        0	 -40.00	        0
Wed Apr 26 07:40:53 2017	 -39.98	  19.80	  45.62	        0	 -40.00	        0
Wed Apr 26 07:41:03 2017	 -39.98	  19.83	  45.65	        0	 -40.00	        0
Wed Apr 26 07:41:14 2017	 -39.98	  19.83	  45.70	        0	 -40.00	        0
Wed Apr 26 07:41:25 2017	 -39.98	  19.83	  45.71	        0	 -40.00	        0
Wed Apr 26 07:41:35 2017	 -39.98	  19.86	  45.74	        0	 -40.00	        0
Wed Apr 26 07:41:46 2017	 -39.98	  19.86	  45.81	        0	 -40.00	        0
Wed Apr 26 07:41:56 2017	 -39.98	  19.89	  45.85	        0	 -40.00	        0
Wed Apr 26 07:42:07 2017	 -39.98	  19.92	  45.88	        0	 -40.00	        0
Wed Apr 26 07:42:18 2017	 -39.99	  19.89	  45.79	        0	 -40.00	        0
Wed Apr 26 07:42:28 2017	 -40.01	  19.86	  45.63	        0	 -40.00	        0
Wed Apr 26 07:42:39 2017	 -40.01	  19.80	  45.62	        0	 -40.00	        0
Wed Apr 26 07:42:50 2017	 -40.01	  19.75	  45.61	        0	 -40.00	        0
Wed Apr 26 07:43:00 2017	 -40.00	  19.69	  45.63	        0	 -40.00	        0
Wed Apr 26 07:43:11 2017	 -40.00	  19.63	  45.62	        0	 -40.00	        0
Wed Apr 26 07:43:21 2017	 -40.00	  19.57	  45.62	        0	 -40.00	        0
Wed Apr 26 07:43:32 2017	 -40.01	  19.52	  45.58	        0	 -40.00	        0
Wed Apr 26 07:43:43 2017	 -40.00	  19.43	  45.58	        0	 -40.00	        0
Wed Apr 26 07:43:53 2017	 -40.01	  19.40	  45.56	        0	 -40.00	        0
