[Spellman 1]
	 time    	kV   	mA   	powlim	fil	kV_toset	mA_toset 	 x-ray on|interlockopen|filament limit fault|power supply fault|overpower|overcurrent|overvoltage|kV min fault|remote
Wed Apr 26 07:27:56 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:28:02 2017	  49.91	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:28:07 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:28:12 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:28:18 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:28:23 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:28:29 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:28:34 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:28:40 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:28:45 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:28:50 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:28:56 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:29:01 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:29:07 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:29:12 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:29:18 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:29:23 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:29:28 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:29:34 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:29:39 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:29:45 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:29:50 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:29:56 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:30:01 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:30:07 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:30:12 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:30:17 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:30:23 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:30:28 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:30:34 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:30:39 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:30:45 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:30:50 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:30:56 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:31:01 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:31:06 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:31:12 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:31:17 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:31:23 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:31:28 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:31:34 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:31:39 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:31:45 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:31:50 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:31:55 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:32:01 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:32:06 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:32:12 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:32:17 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:32:23 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:32:28 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:32:34 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:32:39 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:32:44 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:32:50 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:32:55 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:33:01 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:33:06 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:33:12 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:33:17 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:33:22 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:33:28 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:33:33 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:33:39 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:33:44 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:33:50 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:33:55 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:34:00 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:34:06 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:34:11 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:34:17 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:34:22 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:34:28 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:34:33 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:34:39 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:34:44 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:34:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:34:55 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:35:00 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:35:06 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:35:11 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:35:17 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:35:22 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:35:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:35:33 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:35:38 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:35:44 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:35:49 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:35:55 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:36:00 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:36:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:36:11 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:36:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:36:22 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:36:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:36:33 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:36:38 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:36:44 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:36:49 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:36:55 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:37:00 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:37:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:37:11 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:37:16 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:37:22 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:37:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:37:33 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:37:38 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:37:43 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:37:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:37:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:00 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:10 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:16 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:21 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:27 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:38 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:38:59 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:39:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:39:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:39:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:39:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:39:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:39:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:39:38 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:39:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:39:48 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:39:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:39:59 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:40:05 2017	  50.03	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:40:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:40:16 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:40:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:40:26 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:40:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:40:37 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:40:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:40:48 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:40:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:40:59 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:41:05 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:41:10 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:41:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:41:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:41:26 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:41:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:41:37 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:41:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:41:48 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:41:54 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:41:59 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:42:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:42:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:42:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:42:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:42:26 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:42:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:42:37 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:42:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:42:48 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:42:53 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:42:59 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:43:04 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:43:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:43:15 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:43:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:43:26 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:43:31 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:43:37 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:43:42 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:43:48 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:43:53 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:43:59 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:44:04 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:44:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:44:15 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:44:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:44:26 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:44:31 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:44:37 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:44:42 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:44:48 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:44:53 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:44:58 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:45:04 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:45:09 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:45:15 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:45:20 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:45:26 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:45:31 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:45:37 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:45:42 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:45:48 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:45:53 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:45:58 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:46:04 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:46:09 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:46:15 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:46:20 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:46:26 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:46:31 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed Apr 26 07:46:37 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
