[Latticeperrun 1]

2 	 9.2906 	 12.4935 	 24.2361 	 101.2698 	 90.7232 	 96.4015 	 2739.9818 	 9.2906 	 12.4935 	 24.2361 	 101.2698 	 90.7232 	 96.4015 	 2739.9818
11 	 9.3034 	 12.4793 	 24.2601 	 101.3516 	 90.7220 	 96.4715 	 2742.1616 	 9.3034 	 12.4793 	 24.2601 	 101.3516 	 90.7220 	 96.4715 	 2742.1616
