[ProfileCorrLorentz 1]

     0.062  0.096667
     0.081  0.104586
     0.100  0.373747
     0.119  0.207286
     0.138  0.571093
     0.157  0.563726
     0.175  0.288541
     0.194  0.153913
     0.213  0.459558
     0.232  0.390079
     0.251  0.379791
     0.270  0.380930
     0.289  0.426072
     0.308  0.325665
     0.327  0.310060
     0.346  0.276327
     0.365  0.348355
     0.384  0.274108
     0.403  0.235872
     0.422  0.306561
     0.441  0.293076
     0.460  0.245547
     0.479  0.284056
     0.498  0.223129
     0.517  0.232720
     0.536  0.277151
     0.555  0.255198
     0.574  0.266946
     0.592  0.239099
     0.611  0.286867
     0.630  0.296261
     0.649  0.302834
     0.668  0.236427
     0.687  0.242072
     0.706  0.266395
     0.725  0.236332
     0.744  0.198523
     0.763  0.235115
     0.782  0.290205
     0.801  0.296001
     0.820  0.278561
     0.839  0.259408
     0.858  0.315189
     0.877  0.256729
     0.896  0.259184
     0.915  0.294529
     0.934  0.284370
     0.953  0.248037
     0.972  0.257875
     0.991  0.272829
