mean_x mean_y mean_z mean_r sd_x sd_y sd_z sd_r data
0.1521125777777777 0.4835659629629629 0.7588312814814815 4.072867123784347 3.1223740217347684 2.3193479708132796 2.339438018259193 2.2013633633092176 
