[PeltierCCS 1]
	Time [s]	Tcold	Thot	Aout	CoolTime	Tset	Power
Tue May 09 09:18:53 2017	 -39.98	  19.11	  44.23	        0	 -40.00	        0
Tue May 09 09:19:04 2017	 -39.98	  19.14	  44.24	        0	 -40.00	        0
Tue May 09 09:19:14 2017	 -39.98	  19.17	  44.28	        0	 -40.00	        0
Tue May 09 09:19:25 2017	 -39.99	  19.17	  44.21	        0	 -40.00	        0
Tue May 09 09:19:36 2017	 -40.00	  19.20	  44.13	        0	 -40.00	        0
Tue May 09 09:19:46 2017	 -40.00	  19.20	  44.10	        0	 -40.00	        0
Tue May 09 09:19:57 2017	 -40.00	  19.23	  44.13	        0	 -40.00	        0
Tue May 09 09:20:08 2017	 -39.99	  19.23	  44.25	        0	 -40.00	        0
Tue May 09 09:20:18 2017	 -39.98	  19.26	  44.40	        0	 -40.00	        0
Tue May 09 09:20:29 2017	 -39.98	  19.29	  44.44	        0	 -40.00	        0
Tue May 09 09:20:40 2017	 -39.98	  19.29	  44.44	        0	 -40.00	        0
Tue May 09 09:20:50 2017	 -39.99	  19.31	  44.42	        0	 -40.00	        0
Tue May 09 09:21:01 2017	 -40.00	  19.31	  44.30	        0	 -40.00	        0
Tue May 09 09:21:11 2017	 -39.99	  19.34	  44.35	        0	 -40.00	        0
Tue May 09 09:21:22 2017	 -40.00	  19.34	  44.35	        0	 -40.00	        0
Tue May 09 09:21:33 2017	 -39.98	  19.34	  44.52	        0	 -40.00	        0
Tue May 09 09:21:43 2017	 -39.99	  19.37	  44.39	        0	 -40.00	        0
Tue May 09 09:21:54 2017	 -39.99	  19.40	  44.45	        0	 -40.00	        0
Tue May 09 09:22:05 2017	 -40.00	  19.40	  44.42	        0	 -40.00	        0
Tue May 09 09:22:15 2017	 -39.98	  19.43	  44.57	        0	 -40.00	        0
Tue May 09 09:22:26 2017	 -39.98	  19.43	  44.64	        0	 -40.00	        0
