[PeltierCCS 1]
	Time [s]	Tcold	Thot	Aout	CoolTime	Tset	Power
Tue May 09 18:16:44 2017	 -40.01	  18.54	  43.35	        0	 -40.00	        0
Tue May 09 18:16:54 2017	 -40.01	  18.54	  43.28	        0	 -40.00	        0
Tue May 09 18:17:05 2017	 -40.01	  18.57	  43.32	        0	 -40.00	        0
Tue May 09 18:17:16 2017	 -40.01	  18.57	  43.31	        0	 -40.00	        0
Tue May 09 18:17:26 2017	 -40.01	  18.60	  43.29	        0	 -40.00	        0
Tue May 09 18:17:37 2017	 -40.01	  18.62	  43.28	        0	 -40.00	        0
Tue May 09 18:17:47 2017	 -40.01	  18.62	  43.27	        0	 -40.00	        0
Tue May 09 18:17:58 2017	 -40.00	  18.62	  43.27	        0	 -40.00	        0
Tue May 09 18:18:09 2017	 -40.00	  18.65	  43.31	        0	 -40.00	        0
Tue May 09 18:18:19 2017	 -39.98	  18.68	  43.49	        0	 -40.00	        0
Tue May 09 18:18:30 2017	 -39.98	  18.71	  43.52	        0	 -40.00	        0
Tue May 09 18:18:41 2017	 -39.98	  18.71	  43.59	        0	 -40.00	        0
Tue May 09 18:18:51 2017	 -39.98	  18.74	  43.64	        0	 -40.00	        0
Tue May 09 18:19:02 2017	 -39.98	  18.74	  43.64	        0	 -40.00	        0
Tue May 09 18:19:13 2017	 -39.99	  18.74	  43.62	        0	 -40.00	        0
Tue May 09 18:19:23 2017	 -39.99	  18.77	  43.60	        0	 -40.00	        0
Tue May 09 18:19:34 2017	 -39.99	  18.80	  43.66	        0	 -40.00	        0
Tue May 09 18:19:44 2017	 -39.98	  18.80	  43.75	        0	 -40.00	        0
Tue May 09 18:19:55 2017	 -40.00	  18.83	  43.58	        0	 -40.00	        0
Tue May 09 18:20:06 2017	 -40.00	  18.83	  43.56	        0	 -40.00	        0
Tue May 09 18:20:16 2017	 -39.99	  18.85	  43.62	        0	 -40.00	        0
Tue May 09 18:20:27 2017	 -39.99	  18.85	  43.65	        0	 -40.00	        0
Tue May 09 18:20:38 2017	 -39.99	  18.88	  43.73	        0	 -40.00	        0
Tue May 09 18:20:48 2017	 -40.00	  18.91	  43.65	        0	 -40.00	        0
Tue May 09 18:20:59 2017	 -39.99	  18.91	  43.77	        0	 -40.00	        0
Tue May 09 18:21:10 2017	 -39.98	  18.91	  43.80	        0	 -40.00	        0
Tue May 09 18:21:20 2017	 -39.98	  18.94	  43.92	        0	 -40.00	        0
Tue May 09 18:21:31 2017	 -39.98	  18.97	  43.91	        0	 -40.00	        0
Tue May 09 18:21:42 2017	 -39.99	  18.97	  43.89	        0	 -40.00	        0
Tue May 09 18:21:52 2017	 -39.99	  19.00	  43.84	        0	 -40.00	        0
Tue May 09 18:22:03 2017	 -39.98	  19.00	  43.96	        0	 -40.00	        0
Tue May 09 18:22:13 2017	 -39.99	  19.03	  43.87	        0	 -40.00	        0
Tue May 09 18:22:24 2017	 -40.00	  19.06	  43.80	        0	 -40.00	        0
Tue May 09 18:22:35 2017	 -40.00	  19.06	  43.87	        0	 -40.00	        0
Tue May 09 18:22:45 2017	 -40.00	  19.08	  43.80	        0	 -40.00	        0
Tue May 09 18:22:56 2017	 -39.98	  19.11	  44.04	        0	 -40.00	        0
Tue May 09 18:23:07 2017	 -39.98	  19.11	  44.12	        0	 -40.00	        0
Tue May 09 18:23:17 2017	 -39.98	  19.11	  44.16	        0	 -40.00	        0
Tue May 09 18:23:28 2017	 -39.98	  19.14	  44.16	        0	 -40.00	        0
Tue May 09 18:23:39 2017	 -39.98	  19.17	  44.22	        0	 -40.00	        0
Tue May 09 18:23:49 2017	 -39.98	  19.17	  44.27	        0	 -40.00	        0
Tue May 09 18:24:00 2017	 -39.99	  19.20	  44.21	        0	 -40.00	        0
Tue May 09 18:24:10 2017	 -39.99	  19.20	  44.18	        0	 -40.00	        0
Tue May 09 18:24:21 2017	 -39.99	  19.23	  44.19	        0	 -40.00	        0
Tue May 09 18:24:32 2017	 -39.99	  19.23	  44.23	        0	 -40.00	        0
Tue May 09 18:24:42 2017	 -39.99	  19.26	  44.21	        0	 -40.00	        0
Tue May 09 18:24:53 2017	 -39.99	  19.26	  44.24	        0	 -40.00	        0
Tue May 09 18:25:04 2017	 -39.99	  19.26	  44.22	        0	 -40.00	        0
Tue May 09 18:25:14 2017	 -39.99	  19.29	  44.26	        0	 -40.00	        0
Tue May 09 18:25:25 2017	 -39.99	  19.31	  44.26	        0	 -40.00	        0
Tue May 09 18:25:36 2017	 -39.98	  19.31	  44.37	        0	 -40.00	        0
Tue May 09 18:25:46 2017	 -39.99	  19.34	  44.34	        0	 -40.00	        0
Tue May 09 18:25:57 2017	 -39.98	  19.37	  44.46	        0	 -40.00	        0
Tue May 09 18:26:07 2017	 -39.98	  19.40	  44.46	        0	 -40.00	        0
Tue May 09 18:26:18 2017	 -39.98	  19.40	  44.50	        0	 -40.00	        0
Tue May 09 18:26:29 2017	 -39.99	  19.40	  44.44	        0	 -40.00	        0
Tue May 09 18:26:39 2017	 -40.00	  19.43	  44.36	        0	 -40.00	        0
Tue May 09 18:26:50 2017	 -40.00	  19.43	  44.40	        0	 -40.00	        0
Tue May 09 18:27:01 2017	 -39.99	  19.46	  44.49	        0	 -40.00	        0
Tue May 09 18:27:11 2017	 -39.98	  19.46	  44.59	        0	 -40.00	        0
Tue May 09 18:27:22 2017	 -39.99	  19.49	  44.53	        0	 -40.00	        0
Tue May 09 18:27:33 2017	 -40.00	  19.52	  44.48	        0	 -40.00	        0
Tue May 09 18:27:43 2017	 -39.99	  19.52	  44.60	        0	 -40.00	        0
Tue May 09 18:27:54 2017	 -39.98	  19.55	  44.63	        0	 -40.00	        0
Tue May 09 18:28:05 2017	 -39.99	  19.55	  44.62	        0	 -40.00	        0
Tue May 09 18:28:15 2017	 -39.99	  19.57	  44.59	        0	 -40.00	        0
Tue May 09 18:28:26 2017	 -39.99	  19.57	  44.64	        0	 -40.00	        0
Tue May 09 18:28:36 2017	 -39.98	  19.60	  44.78	        0	 -40.00	        0
Tue May 09 18:28:47 2017	 -39.98	  19.60	  44.78	        0	 -40.00	        0
Tue May 09 18:28:58 2017	 -39.99	  19.63	  44.75	        0	 -40.00	        0
Tue May 09 18:29:08 2017	 -39.98	  19.63	  44.82	        0	 -40.00	        0
Tue May 09 18:29:19 2017	 -40.00	  19.66	  44.71	        0	 -40.00	        0
Tue May 09 18:29:30 2017	 -39.98	  19.69	  44.89	        0	 -40.00	        0
Tue May 09 18:29:40 2017	 -39.98	  19.69	  44.97	        0	 -40.00	        0
Tue May 09 18:29:51 2017	 -39.99	  19.72	  44.90	        0	 -40.00	        0
Tue May 09 18:30:02 2017	 -39.99	  19.72	  44.85	        0	 -40.00	        0
Tue May 09 18:30:12 2017	 -40.01	  19.72	  44.73	        0	 -40.00	        0
Tue May 09 18:30:23 2017	 -40.00	  19.75	  44.73	        0	 -40.00	        0
Tue May 09 18:30:33 2017	 -40.00	  19.78	  44.73	        0	 -40.00	        0
Tue May 09 18:30:44 2017	 -39.99	  19.75	  44.83	        0	 -40.00	        0
Tue May 09 18:30:55 2017	 -39.99	  19.69	  44.92	        0	 -40.00	        0
Tue May 09 18:31:05 2017	 -39.98	  19.66	  44.97	        0	 -40.00	        0
Tue May 09 18:31:16 2017	 -39.98	  19.57	  45.01	        0	 -40.00	        0
Tue May 09 18:31:27 2017	 -40.00	  19.52	  44.91	        0	 -40.00	        0
Tue May 09 18:31:37 2017	 -40.00	  19.49	  44.81	        0	 -40.00	        0
Tue May 09 18:31:48 2017	 -39.99	  19.40	  44.92	        0	 -40.00	        0
Tue May 09 18:31:59 2017	 -40.01	  19.34	  44.80	        0	 -40.00	        0
Tue May 09 18:32:09 2017	 -40.01	  19.29	  44.76	        0	 -40.00	        0
Tue May 09 18:32:20 2017	 -40.02	  19.23	  44.67	        0	 -40.00	        0
Tue May 09 18:32:30 2017	 -40.03	  19.17	  44.44	        0	 -40.00	        0
Tue May 09 18:32:41 2017	 -40.03	  19.11	  44.39	        0	 -40.00	        0
Tue May 09 18:32:52 2017	 -40.03	  19.03	  44.32	        0	 -40.00	        0
Tue May 09 18:33:02 2017	 -40.04	  18.97	  44.15	        0	 -40.00	        0
Tue May 09 18:33:13 2017	 -40.05	  18.88	  43.97	        0	 -40.00	        0
Tue May 09 18:33:24 2017	 -40.06	  18.83	  43.80	        0	 -40.00	        0
Tue May 09 18:33:34 2017	 -40.06	  18.77	  43.71	        0	 -40.00	        0
Tue May 09 18:33:45 2017	 -40.05	  18.71	  43.70	        0	 -40.00	        0
Tue May 09 18:33:56 2017	 -40.05	  18.62	  43.64	        0	 -40.00	        0
Tue May 09 18:34:06 2017	 -40.05	  18.57	  43.59	        0	 -40.00	        0
Tue May 09 18:34:17 2017	 -40.04	  18.51	  43.51	        0	 -40.00	        0
Tue May 09 18:34:27 2017	 -40.04	  18.45	  43.43	        0	 -40.00	        0
Tue May 09 18:34:38 2017	 -40.04	  18.39	  43.43	        0	 -40.00	        0
Tue May 09 18:34:49 2017	 -40.06	  18.31	  43.14	        0	 -40.00	        0
Tue May 09 18:34:59 2017	 -40.05	  18.22	  43.15	        0	 -40.00	        0
Tue May 09 18:35:10 2017	 -40.04	  18.16	  43.13	        0	 -40.00	        0
Tue May 09 18:35:21 2017	 -40.05	  18.11	  43.01	        0	 -40.00	        0
Tue May 09 18:35:31 2017	 -40.06	  18.05	  42.80	        0	 -40.00	        0
Tue May 09 18:35:42 2017	 -40.06	  17.96	  42.64	        0	 -40.00	        0
Tue May 09 18:35:53 2017	 -40.06	  17.90	  42.53	        0	 -40.00	        0
Tue May 09 18:36:03 2017	 -40.06	  17.85	  42.46	        0	 -40.00	        0
Tue May 09 18:36:14 2017	 -40.06	  17.76	  42.35	        0	 -40.00	        0
Tue May 09 18:36:25 2017	 -40.06	  17.73	  42.29	        0	 -40.00	        0
Tue May 09 18:36:35 2017	 -40.05	  17.67	  42.30	        0	 -40.00	        0
Tue May 09 18:36:46 2017	 -40.04	  17.59	  42.27	        0	 -40.00	        0
Tue May 09 18:36:57 2017	 -40.04	  17.53	  42.19	        0	 -40.00	        0
Tue May 09 18:37:07 2017	 -40.03	  17.47	  42.20	        0	 -40.00	        0
Tue May 09 18:37:18 2017	 -40.04	  17.42	  42.10	        0	 -40.00	        0
Tue May 09 18:37:28 2017	 -40.04	  17.33	  42.04	        0	 -40.00	        0
Tue May 09 18:37:39 2017	 -40.04	  17.27	  41.95	        0	 -40.00	        0
Tue May 09 18:37:50 2017	 -40.06	  17.21	  41.67	        0	 -40.00	        0
Tue May 09 18:38:00 2017	 -40.06	  17.16	  41.53	        0	 -40.00	        0
Tue May 09 18:38:11 2017	 -40.06	  17.10	  41.44	        0	 -40.00	        0
Tue May 09 18:38:22 2017	 -40.04	  17.01	  41.52	        0	 -40.00	        0
Tue May 09 18:38:32 2017	 -40.03	  16.95	  41.59	        0	 -40.00	        0
Tue May 09 18:38:43 2017	 -40.03	  16.93	  41.49	        0	 -40.00	        0
Tue May 09 18:38:54 2017	 -40.03	  16.93	  41.43	        0	 -40.00	        0
Tue May 09 18:39:04 2017	 -40.03	  16.93	  41.37	        0	 -40.00	        0
Tue May 09 18:39:15 2017	 -40.03	  16.95	  41.30	        0	 -40.00	        0
Tue May 09 18:39:25 2017	 -40.04	  16.95	  41.18	        0	 -40.00	        0
Tue May 09 18:39:36 2017	 -40.03	  16.98	  41.17	        0	 -40.00	        0
Tue May 09 18:39:47 2017	 -40.03	  17.01	  41.11	        0	 -40.00	        0
Tue May 09 18:39:57 2017	 -40.03	  17.04	  41.12	        0	 -40.00	        0
Tue May 09 18:40:08 2017	 -40.02	  17.07	  41.15	        0	 -40.00	        0
Tue May 09 18:40:19 2017	 -40.01	  17.10	  41.24	        0	 -40.00	        0
Tue May 09 18:40:29 2017	 -40.01	  17.10	  41.26	        0	 -40.00	        0
Tue May 09 18:40:40 2017	 -40.01	  17.13	  41.25	        0	 -40.00	        0
Tue May 09 18:40:51 2017	 -40.00	  17.16	  41.31	        0	 -40.00	        0
Tue May 09 18:41:01 2017	 -39.99	  17.16	  41.36	        0	 -40.00	        0
Tue May 09 18:41:12 2017	 -39.98	  17.18	  41.50	        0	 -40.00	        0
Tue May 09 18:41:22 2017	 -39.98	  17.21	  41.56	        0	 -40.00	        0
Tue May 09 18:41:33 2017	 -39.98	  17.21	  41.62	        0	 -40.00	        0
Tue May 09 18:41:44 2017	 -39.98	  17.24	  41.67	        0	 -40.00	        0
Tue May 09 18:41:54 2017	 -39.98	  17.24	  41.64	        0	 -40.00	        0
Tue May 09 18:42:05 2017	 -39.98	  17.27	  41.70	        0	 -40.00	        0
Tue May 09 18:42:16 2017	 -40.00	  17.27	  41.56	        0	 -40.00	        0
Tue May 09 18:42:26 2017	 -39.99	  17.30	  41.69	        0	 -40.00	        0
Tue May 09 18:42:37 2017	 -39.98	  17.30	  41.75	        0	 -40.00	        0
Tue May 09 18:42:48 2017	 -39.98	  17.36	  41.84	        0	 -40.00	        0
Tue May 09 18:42:58 2017	 -39.99	  17.36	  41.80	        0	 -40.00	        0
Tue May 09 18:43:09 2017	 -39.98	  17.36	  41.83	        0	 -40.00	        0
Tue May 09 18:43:20 2017	 -40.00	  17.39	  41.70	        0	 -40.00	        0
Tue May 09 18:43:30 2017	 -40.00	  17.42	  41.72	        0	 -40.00	        0
Tue May 09 18:43:41 2017	 -40.00	  17.42	  41.71	        0	 -40.00	        0
Tue May 09 18:43:51 2017	 -39.98	  17.42	  41.89	        0	 -40.00	        0
Tue May 09 18:44:02 2017	 -39.99	  17.44	  41.89	        0	 -40.00	        0
Tue May 09 18:44:13 2017	 -39.98	  17.47	  41.92	        0	 -40.00	        0
Tue May 09 18:44:23 2017	 -39.98	  17.50	  41.95	        0	 -40.00	        0
Tue May 09 18:44:34 2017	 -39.98	  17.50	  42.01	        0	 -40.00	        0
Tue May 09 18:44:45 2017	 -39.98	  17.53	  42.08	        0	 -40.00	        0
Tue May 09 18:44:55 2017	 -39.98	  17.53	  42.05	        0	 -40.00	        0
Tue May 09 18:45:06 2017	 -40.00	  17.56	  41.91	        0	 -40.00	        0
Tue May 09 18:45:17 2017	 -39.99	  17.56	  41.98	        0	 -40.00	        0
Tue May 09 18:45:27 2017	 -40.00	  17.59	  41.96	        0	 -40.00	        0
Tue May 09 18:45:38 2017	 -39.98	  17.62	  42.10	        0	 -40.00	        0
Tue May 09 18:45:48 2017	 -39.98	  17.62	  42.17	        0	 -40.00	        0
Tue May 09 18:45:59 2017	 -39.99	  17.65	  42.11	        0	 -40.00	        0
Tue May 09 18:46:10 2017	 -39.99	  17.67	  42.10	        0	 -40.00	        0
Tue May 09 18:46:20 2017	 -39.98	  17.67	  42.26	        0	 -40.00	        0
Tue May 09 18:46:31 2017	 -39.98	  17.70	  42.31	        0	 -40.00	        0
Tue May 09 18:46:42 2017	 -39.99	  17.70	  42.18	        0	 -40.00	        0
Tue May 09 18:46:52 2017	 -39.99	  17.73	  42.17	        0	 -40.00	        0
Tue May 09 18:47:03 2017	 -39.99	  17.76	  42.25	        0	 -40.00	        0
Tue May 09 18:47:14 2017	 -39.99	  17.76	  42.30	        0	 -40.00	        0
Tue May 09 18:47:24 2017	 -39.99	  17.79	  42.29	        0	 -40.00	        0
Tue May 09 18:47:35 2017	 -39.99	  17.82	  42.27	        0	 -40.00	        0
Tue May 09 18:47:46 2017	 -40.00	  17.82	  42.19	        0	 -40.00	        0
Tue May 09 18:47:56 2017	 -39.99	  17.82	  42.26	        0	 -40.00	        0
Tue May 09 18:48:07 2017	 -39.98	  17.85	  42.46	        0	 -40.00	        0
Tue May 09 18:48:17 2017	 -39.98	  17.88	  42.47	        0	 -40.00	        0
Tue May 09 18:48:28 2017	 -39.98	  17.88	  42.50	        0	 -40.00	        0
Tue May 09 18:48:39 2017	 -39.98	  17.90	  42.51	        0	 -40.00	        0
Tue May 09 18:48:49 2017	 -39.98	  17.90	  42.55	        0	 -40.00	        0
Tue May 09 18:49:00 2017	 -39.99	  17.93	  42.52	        0	 -40.00	        0
Tue May 09 18:49:11 2017	 -39.99	  17.93	  42.50	        0	 -40.00	        0
Tue May 09 18:49:21 2017	 -39.99	  17.96	  42.55	        0	 -40.00	        0
Tue May 09 18:49:32 2017	 -40.00	  17.99	  42.46	        0	 -40.00	        0
Tue May 09 18:49:43 2017	 -40.00	  18.02	  42.44	        0	 -40.00	        0
Tue May 09 18:49:53 2017	 -39.99	  18.02	  42.57	        0	 -40.00	        0
Tue May 09 18:50:04 2017	 -39.98	  18.05	  42.69	        0	 -40.00	        0
Tue May 09 18:50:14 2017	 -39.99	  18.05	  42.63	        0	 -40.00	        0
Tue May 09 18:50:25 2017	 -39.99	  18.08	  42.66	        0	 -40.00	        0
Tue May 09 18:50:36 2017	 -39.99	  18.08	  42.59	        0	 -40.00	        0
Tue May 09 18:50:46 2017	 -39.99	  18.11	  42.66	        0	 -40.00	        0
Tue May 09 18:50:57 2017	 -39.98	  18.13	  42.74	        0	 -40.00	        0
Tue May 09 18:51:08 2017	 -39.98	  18.13	  42.84	        0	 -40.00	        0
Tue May 09 18:51:18 2017	 -39.98	  18.16	  42.87	        0	 -40.00	        0
Tue May 09 18:51:29 2017	 -39.99	  18.16	  42.78	        0	 -40.00	        0
Tue May 09 18:51:40 2017	 -39.99	  18.19	  42.80	        0	 -40.00	        0
Tue May 09 18:51:50 2017	 -39.99	  18.19	  42.78	        0	 -40.00	        0
Tue May 09 18:52:01 2017	 -39.99	  18.22	  42.78	        0	 -40.00	        0
Tue May 09 18:52:12 2017	 -39.98	  18.22	  42.90	        0	 -40.00	        0
Tue May 09 18:52:22 2017	 -39.98	  18.25	  43.01	        0	 -40.00	        0
Tue May 09 18:52:33 2017	 -39.98	  18.28	  43.02	        0	 -40.00	        0
Tue May 09 18:52:44 2017	 -39.98	  18.28	  43.04	        0	 -40.00	        0
Tue May 09 18:52:54 2017	 -39.99	  18.31	  42.94	        0	 -40.00	        0
Tue May 09 18:53:05 2017	 -40.00	  18.34	  42.93	        0	 -40.00	        0
Tue May 09 18:53:15 2017	 -40.00	  18.34	  42.85	        0	 -40.00	        0
Tue May 09 18:53:26 2017	 -39.98	  18.34	  43.05	        0	 -40.00	        0
Tue May 09 18:53:37 2017	 -39.98	  18.36	  43.08	        0	 -40.00	        0
Tue May 09 18:53:47 2017	 -39.99	  18.36	  43.06	        0	 -40.00	        0
Tue May 09 18:53:58 2017	 -39.99	  18.39	  43.07	        0	 -40.00	        0
Tue May 09 18:54:09 2017	 -39.99	  18.42	  43.12	        0	 -40.00	        0
Tue May 09 18:54:19 2017	 -39.99	  18.42	  43.11	        0	 -40.00	        0
Tue May 09 18:54:30 2017	 -39.98	  18.45	  43.25	        0	 -40.00	        0
Tue May 09 18:54:41 2017	 -39.98	  18.48	  43.29	        0	 -40.00	        0
Tue May 09 18:54:51 2017	 -39.98	  18.51	  43.29	        0	 -40.00	        0
Tue May 09 18:55:02 2017	 -39.99	  18.48	  43.17	        0	 -40.00	        0
Tue May 09 18:55:12 2017	 -39.99	  18.51	  43.28	        0	 -40.00	        0
Tue May 09 18:55:23 2017	 -39.99	  18.54	  43.29	        0	 -40.00	        0
Tue May 09 18:55:34 2017	 -39.98	  18.57	  43.39	        0	 -40.00	        0
Tue May 09 18:55:44 2017	 -39.98	  18.57	  43.37	        0	 -40.00	        0
Tue May 09 18:55:55 2017	 -39.99	  18.60	  43.30	        0	 -40.00	        0
Tue May 09 18:56:06 2017	 -39.99	  18.60	  43.33	        0	 -40.00	        0
Tue May 09 18:56:16 2017	 -40.00	  18.60	  43.26	        0	 -40.00	        0
Tue May 09 18:56:27 2017	 -39.99	  18.62	  43.36	        0	 -40.00	        0
Tue May 09 18:56:37 2017	 -39.99	  18.65	  43.42	        0	 -40.00	        0
Tue May 09 18:56:48 2017	 -39.98	  18.68	  43.54	        0	 -40.00	        0
Tue May 09 18:56:59 2017	 -39.98	  18.68	  43.55	        0	 -40.00	        0
Tue May 09 18:57:09 2017	 -39.98	  18.71	  43.54	        0	 -40.00	        0
Tue May 09 18:57:20 2017	 -39.98	  18.71	  43.61	        0	 -40.00	        0
Tue May 09 18:57:31 2017	 -39.99	  18.74	  43.53	        0	 -40.00	        0
Tue May 09 18:57:41 2017	 -39.99	  18.74	  43.57	        0	 -40.00	        0
Tue May 09 18:57:52 2017	 -39.99	  18.77	  43.57	        0	 -40.00	        0
Tue May 09 18:58:03 2017	 -39.99	  18.77	  43.58	        0	 -40.00	        0
Tue May 09 18:58:13 2017	 -40.00	  18.80	  43.48	        0	 -40.00	        0
Tue May 09 18:58:24 2017	 -39.99	  18.80	  43.58	        0	 -40.00	        0
Tue May 09 18:58:35 2017	 -39.98	  18.83	  43.73	        0	 -40.00	        0
Tue May 09 18:58:45 2017	 -39.98	  18.85	  43.79	        0	 -40.00	        0
Tue May 09 18:58:56 2017	 -39.98	  18.88	  43.79	        0	 -40.00	        0
Tue May 09 18:59:07 2017	 -39.98	  18.88	  43.87	        0	 -40.00	        0
Tue May 09 18:59:17 2017	 -39.98	  18.91	  43.88	        0	 -40.00	        0
Tue May 09 18:59:28 2017	 -39.98	  18.91	  43.91	        0	 -40.00	        0
Tue May 09 18:59:38 2017	 -39.99	  18.94	  43.86	        0	 -40.00	        0
Tue May 09 18:59:49 2017	 -39.99	  18.97	  43.86	        0	 -40.00	        0
Tue May 09 19:00:00 2017	 -40.00	  18.97	  43.81	        0	 -40.00	        0
Tue May 09 19:00:10 2017	 -39.99	  18.97	  43.87	        0	 -40.00	        0
Tue May 09 19:00:21 2017	 -39.99	  19.00	  43.89	        0	 -40.00	        0
Tue May 09 19:00:32 2017	 -39.99	  19.00	  43.94	        0	 -40.00	        0
Tue May 09 19:00:42 2017	 -39.99	  19.03	  43.91	        0	 -40.00	        0
Tue May 09 19:00:53 2017	 -39.99	  19.03	  43.94	        0	 -40.00	        0
Tue May 09 19:01:04 2017	 -39.99	  19.06	  43.97	        0	 -40.00	        0
Tue May 09 19:01:14 2017	 -40.00	  19.06	  43.91	        0	 -40.00	        0
Tue May 09 19:01:25 2017	 -39.99	  19.08	  44.02	        0	 -40.00	        0
Tue May 09 19:01:35 2017	 -40.00	  19.08	  43.96	        0	 -40.00	        0
Tue May 09 19:01:46 2017	 -40.00	  19.11	  43.93	        0	 -40.00	        0
Tue May 09 19:01:57 2017	 -39.98	  19.14	  44.10	        0	 -40.00	        0
Tue May 09 19:02:07 2017	 -39.99	  19.14	  44.09	        0	 -40.00	        0
Tue May 09 19:02:18 2017	 -39.99	  19.17	  44.13	        0	 -40.00	        0
Tue May 09 19:02:29 2017	 -39.98	  19.17	  44.22	        0	 -40.00	        0
Tue May 09 19:02:39 2017	 -39.99	  19.20	  44.20	        0	 -40.00	        0
Tue May 09 19:02:50 2017	 -39.98	  19.23	  44.27	        0	 -40.00	        0
Tue May 09 19:03:01 2017	 -39.99	  19.23	  44.21	        0	 -40.00	        0
Tue May 09 19:03:11 2017	 -40.00	  19.26	  44.17	        0	 -40.00	        0
Tue May 09 19:03:22 2017	 -40.00	  19.26	  44.15	        0	 -40.00	        0
Tue May 09 19:03:32 2017	 -40.00	  19.29	  44.16	        0	 -40.00	        0
Tue May 09 19:03:43 2017	 -39.99	  19.29	  44.23	        0	 -40.00	        0
Tue May 09 19:03:54 2017	 -40.00	  19.31	  44.19	        0	 -40.00	        0
Tue May 09 19:04:04 2017	 -39.98	  19.31	  44.34	        0	 -40.00	        0
Tue May 09 19:04:15 2017	 -39.98	  19.34	  44.37	        0	 -40.00	        0
Tue May 09 19:04:26 2017	 -39.99	  19.37	  44.38	        0	 -40.00	        0
Tue May 09 19:04:36 2017	 -39.98	  19.37	  44.50	        0	 -40.00	        0
Tue May 09 19:04:47 2017	 -39.98	  19.40	  44.46	        0	 -40.00	        0
Tue May 09 19:04:58 2017	 -39.99	  19.40	  44.38	        0	 -40.00	        0
Tue May 09 19:05:08 2017	 -39.99	  19.43	  44.48	        0	 -40.00	        0
Tue May 09 19:05:19 2017	 -39.99	  19.43	  44.46	        0	 -40.00	        0
Tue May 09 19:05:29 2017	 -39.99	  19.46	  44.49	        0	 -40.00	        0
Tue May 09 19:05:40 2017	 -39.98	  19.46	  44.62	        0	 -40.00	        0
Tue May 09 19:05:51 2017	 -39.98	  19.49	  44.64	        0	 -40.00	        0
Tue May 09 19:06:01 2017	 -39.99	  19.52	  44.60	        0	 -40.00	        0
Tue May 09 19:06:12 2017	 -39.99	  19.52	  44.56	        0	 -40.00	        0
Tue May 09 19:06:23 2017	 -40.00	  19.52	  44.49	        0	 -40.00	        0
Tue May 09 19:06:33 2017	 -40.00	  19.55	  44.51	        0	 -40.00	        0
Tue May 09 19:06:44 2017	 -39.98	  19.57	  44.72	        0	 -40.00	        0
Tue May 09 19:06:55 2017	 -39.99	  19.57	  44.65	        0	 -40.00	        0
Tue May 09 19:07:05 2017	 -39.98	  19.60	  44.76	        0	 -40.00	        0
Tue May 09 19:07:16 2017	 -40.00	  19.60	  44.58	        0	 -40.00	        0
Tue May 09 19:07:27 2017	 -40.00	  19.63	  44.57	        0	 -40.00	        0
Tue May 09 19:07:37 2017	 -40.00	  19.63	  44.62	        0	 -40.00	        0
Tue May 09 19:07:48 2017	 -40.00	  19.66	  44.63	        0	 -40.00	        0
Tue May 09 19:07:58 2017	 -39.98	  19.69	  44.82	        0	 -40.00	        0
Tue May 09 19:08:09 2017	 -39.99	  19.69	  44.79	        0	 -40.00	        0
Tue May 09 19:08:20 2017	 -39.98	  19.72	  44.88	        0	 -40.00	        0
Tue May 09 19:08:30 2017	 -39.98	  19.72	  44.89	        0	 -40.00	        0
Tue May 09 19:08:41 2017	 -39.98	  19.72	  44.92	        0	 -40.00	        0
Tue May 09 19:08:52 2017	 -39.99	  19.75	  44.93	        0	 -40.00	        0
Tue May 09 19:09:02 2017	 -39.99	  19.75	  44.95	        0	 -40.00	        0
Tue May 09 19:09:13 2017	 -39.98	  19.72	  44.99	        0	 -40.00	        0
Tue May 09 19:09:24 2017	 -39.99	  19.66	  44.90	        0	 -40.00	        0
Tue May 09 19:09:34 2017	 -40.00	  19.60	  44.84	        0	 -40.00	        0
Tue May 09 19:09:45 2017	 -40.01	  19.55	  44.79	        0	 -40.00	        0
Tue May 09 19:09:55 2017	 -40.00	  19.49	  44.80	        0	 -40.00	        0
Tue May 09 19:10:06 2017	 -40.01	  19.43	  44.77	        0	 -40.00	        0
Tue May 09 19:10:17 2017	 -40.01	  19.34	  44.73	        0	 -40.00	        0
Tue May 09 19:10:27 2017	 -40.01	  19.31	  44.68	        0	 -40.00	        0
Tue May 09 19:10:38 2017	 -40.02	  19.23	  44.60	        0	 -40.00	        0
Tue May 09 19:10:49 2017	 -40.02	  19.17	  44.60	        0	 -40.00	        0
Tue May 09 19:10:59 2017	 -40.03	  19.11	  44.41	        0	 -40.00	        0
Tue May 09 19:11:10 2017	 -40.03	  19.03	  44.31	        0	 -40.00	        0
Tue May 09 19:11:21 2017	 -40.03	  18.97	  44.25	        0	 -40.00	        0
Tue May 09 19:11:31 2017	 -40.03	  18.91	  44.19	        0	 -40.00	        0
Tue May 09 19:11:42 2017	 -40.04	  18.85	  44.07	        0	 -40.00	        0
Tue May 09 19:11:53 2017	 -40.06	  18.77	  43.81	        0	 -40.00	        0
Tue May 09 19:12:03 2017	 -40.05	  18.71	  43.74	        0	 -40.00	        0
Tue May 09 19:12:14 2017	 -40.05	  18.65	  43.69	        0	 -40.00	        0
Tue May 09 19:12:24 2017	 -40.06	  18.60	  43.55	        0	 -40.00	        0
Tue May 09 19:12:35 2017	 -40.05	  18.51	  43.49	        0	 -40.00	        0
Tue May 09 19:12:46 2017	 -40.05	  18.45	  43.38	        0	 -40.00	        0
