[CryoJet 1]
	Time [s]	Temp T[k]	TSet	Shield flow	Sample flow	Heater pow[R5]	Heater pow[R6]	Run	Frame
Tue May 09 09:09:36 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.30	 5	 5
Tue May 09 09:09:46 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 5	 5
Tue May 09 09:09:57 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 5	 5
Tue May 09 09:10:08 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.40	 5	 5
Tue May 09 09:10:18 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 5	 5
Tue May 09 09:10:29 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.40	 5	 5
Tue May 09 09:10:39 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 5	 5
Tue May 09 09:10:50 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 5	 5
Tue May 09 09:11:01 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 5	 5
Tue May 09 09:11:11 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 5	 5
Tue May 09 09:11:22 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.70	 5	 5
Tue May 09 09:11:33 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 5	 5
Tue May 09 09:11:43 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 1
Tue May 09 09:11:54 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 1
Tue May 09 09:12:05 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 1
Tue May 09 09:12:15 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.50	 6	 1
Tue May 09 09:12:26 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 1
Tue May 09 09:12:36 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.40	 6	 1
Tue May 09 09:12:47 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 6	 1
Tue May 09 09:12:58 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 1
Tue May 09 09:13:08 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.70	 6	 1
Tue May 09 09:13:19 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 1
Tue May 09 09:13:30 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.20	 6	 1
Tue May 09 09:13:40 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 1
Tue May 09 09:13:51 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.40	 6	 1
Tue May 09 09:14:01 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.20	 6	 1
Tue May 09 09:14:12 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 6	 1
Tue May 09 09:14:23 2017	 173.00	 173.00	   3.00	   3.00	  22.30	  10.20	 6	 2
Tue May 09 09:14:33 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 6	 2
Tue May 09 09:14:44 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 2
Tue May 09 09:14:55 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.20	 6	 2
Tue May 09 09:15:05 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 2
Tue May 09 09:15:16 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 2
Tue May 09 09:15:26 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 6	 2
Tue May 09 09:15:37 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 2
Tue May 09 09:15:48 2017	 173.00	 173.00	   3.00	   3.00	  22.20	  10.70	 6	 2
Tue May 09 09:15:58 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.20	 6	 2
Tue May 09 09:16:09 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 2
Tue May 09 09:16:20 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 2
Tue May 09 09:16:30 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 6	 2
Tue May 09 09:16:41 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.70	 6	 2
Tue May 09 09:16:51 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 6	 2
Tue May 09 09:17:02 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.80	 6	 2
Tue May 09 09:17:13 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 6	 3
Tue May 09 09:17:23 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 6	 3
Tue May 09 09:17:34 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 6	 3
Tue May 09 09:17:45 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 6	 3
Tue May 09 09:17:55 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.20	 6	 3
Tue May 09 09:18:06 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 6	 3
Tue May 09 09:18:16 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 6	 3
Tue May 09 09:18:27 2017	 173.00	 173.00	   3.00	   3.00	  22.70	  10.50	 6	 3
Tue May 09 09:18:38 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 6	 3
Tue May 09 09:18:48 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 6	 3
Tue May 09 09:18:59 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.70	 6	 3
Tue May 09 09:19:09 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 3
Tue May 09 09:19:20 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 3
Tue May 09 09:19:31 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 3
Tue May 09 09:19:41 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 3
Tue May 09 09:19:52 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 4
Tue May 09 09:20:03 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 4
Tue May 09 09:20:13 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 4
Tue May 09 09:20:24 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 4
Tue May 09 09:20:35 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 4
Tue May 09 09:20:45 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 4
Tue May 09 09:20:56 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 4
Tue May 09 09:21:06 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 4
Tue May 09 09:21:17 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 4
Tue May 09 09:21:28 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 4
Tue May 09 09:21:38 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 4
Tue May 09 09:21:49 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 4
Tue May 09 09:22:00 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 4
Tue May 09 09:22:10 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 4
Tue May 09 09:22:21 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 4
