[Spellman 1]
	 time    	kV   	mA   	powlim	fil	kV_toset	mA_toset 	 x-ray on|interlockopen|filament limit fault|power supply fault|overpower|overcurrent|overvoltage|kV min fault|remote
Tue May 09 09:01:13 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:01:19 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:01:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:01:29 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:01:35 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:01:40 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:01:46 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:01:51 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:01:56 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:02:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:02:07 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:02:12 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:02:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:02:23 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:02:29 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:02:34 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:02:39 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:02:45 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:02:50 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:02:56 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:03:01 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:03:06 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:03:12 2017	  49.91	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:03:17 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:03:23 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:03:28 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:03:34 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:03:39 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:03:44 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:03:50 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:03:55 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:04:01 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:04:06 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:04:11 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:04:17 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:04:22 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:04:28 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:04:33 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:04:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:04:44 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:04:49 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:04:55 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:00 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:11 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:16 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:22 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:32 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:38 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:49 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:54 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:05:59 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:06:05 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:06:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:06:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:06:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:06:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:06:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:06:37 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:06:43 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:06:48 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:06:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:06:59 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:07:04 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:07:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:07:15 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:07:21 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:07:26 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:07:31 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:07:37 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:07:42 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:07:47 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:07:53 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:07:58 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:08:04 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:08:09 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:08:15 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:08:20 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:08:25 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:08:31 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:08:36 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:08:42 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:08:47 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:08:53 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:08:58 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:09:03 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:09:09 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:09:14 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:09:19 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:09:25 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:09:30 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:09:36 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:09:41 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:09:46 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:09:52 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:09:57 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:10:03 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:10:08 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:10:13 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:10:19 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:10:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:10:30 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:10:35 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:10:40 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:10:46 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:10:51 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:10:57 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:11:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:11:07 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:11:13 2017	  49.91	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:11:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:11:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:11:29 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:11:34 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:11:40 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:11:46 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:11:51 2017	  49.91	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:11:56 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:12:02 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:12:07 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:12:13 2017	  49.97	  39.96	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:12:18 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:12:23 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:12:29 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:12:34 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:12:40 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:12:45 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:12:50 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:12:56 2017	  49.97	  39.96	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:13:01 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:13:07 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:13:12 2017	  49.97	  39.96	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:13:17 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:13:23 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:13:28 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:13:34 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:13:39 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:13:44 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:13:50 2017	  49.91	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:13:55 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:14:01 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:14:06 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:14:11 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:14:17 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:14:22 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:14:28 2017	  49.91	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:14:33 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:14:39 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:14:44 2017	  49.97	  39.96	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:14:49 2017	  49.97	  39.96	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:14:55 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:15:00 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:15:06 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:15:11 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:15:16 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:15:22 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:15:27 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:15:33 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:15:38 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:15:43 2017	  49.97	  39.96	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:15:49 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:15:54 2017	  49.97	  39.96	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:00 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:05 2017	  49.91	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:10 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:16 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:21 2017	  50.03	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:27 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:32 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:37 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:43 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:48 2017	  49.91	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:54 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:16:59 2017	  49.97	  39.96	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:17:05 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:17:10 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:17:15 2017	  49.97	  39.96	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:17:21 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:17:26 2017	  49.91	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:17:31 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:17:37 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:17:42 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:17:48 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:17:53 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:17:59 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:18:04 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:18:09 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:18:15 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:18:20 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:18:26 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:18:31 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:18:36 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:18:42 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:18:47 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:18:53 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:18:58 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:19:03 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:19:09 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:19:14 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:19:20 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:19:25 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:19:30 2017	  49.97	  39.96	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:19:36 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:19:41 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:19:46 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:19:52 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:19:57 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:20:03 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:20:08 2017	  49.97	  40.04	   2.20	   3.20	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:20:14 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Tue May 09 09:20:19 2017	  49.91	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
