[Spellman 1]
	 time    	kV   	mA   	powlim	fil	kV_toset	mA_toset 	 x-ray on|interlockopen|filament limit fault|power supply fault|overpower|overcurrent|overvoltage|kV min fault|remote
Wed May 10 04:13:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:13:15 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:13:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:13:26 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:13:32 2017	  49.91	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:13:37 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:13:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:13:48 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:13:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:13:59 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:14:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:14:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:14:15 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:14:21 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:14:26 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:14:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:14:37 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:14:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:14:48 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:14:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:14:59 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:15:05 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:15:10 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:15:16 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:15:21 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:15:26 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:15:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:15:37 2017	  49.91	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:15:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:15:48 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:15:54 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:15:59 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:16:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:16:10 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:16:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:16:21 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:16:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:16:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:16:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:16:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:16:48 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:16:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:16:59 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:17:05 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:17:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:17:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:17:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:17:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:17:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:17:38 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:17:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:17:48 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:17:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:17:59 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:18:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:18:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:18:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:18:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:18:27 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:18:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:18:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:18:43 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:18:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:18:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:18:59 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:19:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:19:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:19:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:19:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:19:27 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:19:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:19:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:19:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:19:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:19:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:19:59 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:20:05 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:20:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:20:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:20:21 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:20:27 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:20:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:20:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:20:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:20:49 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:20:54 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:20:59 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:21:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:21:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:21:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:21:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:21:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:21:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:21:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:21:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:21:49 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:21:54 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:21:59 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:22:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:22:10 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:22:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:22:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:22:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:22:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:22:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:22:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:22:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:22:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:23:00 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:23:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:23:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:23:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:23:21 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:23:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:23:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:23:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:23:43 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:23:49 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:23:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:24:00 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:24:05 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:24:10 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:24:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:24:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:24:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:24:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:24:38 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:24:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:24:49 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:24:54 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:25:00 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:25:05 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:25:10 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:25:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:25:21 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:25:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:25:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:25:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:25:43 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:25:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:25:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:26:00 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:26:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:26:11 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:26:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:26:22 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:26:27 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:26:32 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:26:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:26:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:26:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:26:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:27:00 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:27:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:27:11 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:27:16 2017	  49.91	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:27:22 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:27:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:27:33 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:27:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:27:43 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:27:49 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:27:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:28:00 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:28:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:28:11 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:28:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:28:22 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:28:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:28:33 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:28:38 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:28:44 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:28:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:28:54 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:29:00 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:29:05 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:29:11 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:29:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:29:22 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:29:27 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:29:33 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:29:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:29:44 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:29:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:29:55 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:30:00 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:30:05 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:30:11 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:30:16 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:30:22 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:30:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:30:33 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:30:38 2017	  50.03	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:30:44 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:30:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:30:55 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:31:00 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:31:06 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:31:11 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:31:17 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:31:22 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:31:27 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:31:33 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:31:38 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:31:44 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:31:49 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:31:55 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:32:00 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:32:06 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:32:11 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:32:16 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:32:22 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 04:32:27 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
