[PowderGraph 1]
2thetadeg	d-value	intx	sigx	count
   2.07081     42.62699    0.00000    0.00000          0
   2.08081     42.42217    0.00000    0.00000          0
   2.09081     42.21931    0.00000    0.00000          0
   2.10081     42.01839    0.00000    0.00000          0
   2.11081     41.81936    0.00000    0.00000          0
   2.12081     41.62222    0.00000    0.00000          0
   2.13081     41.42692    0.00000    0.00000          0
   2.14081     41.23345    0.00000    0.00000          0
   2.15081     41.04178    0.00000    0.00000          0
   2.16080     40.85188    0.00000    0.00000          0
   2.17080     40.66373    0.00000    0.00000          0
   2.18080     40.47731    0.00000    0.00000          0
   2.19080     40.29259    0.00000    0.00000          0
   2.20080     40.10955    0.00000    0.00000          0
   2.21080     39.92816    0.00000    0.00000          0
   2.22080     39.74841    0.00000    0.00000          0
   2.23080     39.57027    0.00000    0.00000          0
   2.24080     39.39371    0.00000    0.00000          0
   2.25080     39.21873    0.00000    0.00000          0
   2.26080     39.04530    0.00000    0.00000          0
   2.27079     38.87339    0.00000    0.00000          0
   2.28079     38.70299    0.00000    0.00000          0
   2.29079     38.53408    0.00000    0.00000          0
   2.30079     38.36663    0.00000    0.00000          0
   2.31079     38.20064    0.00000    0.00000          0
   2.32079     38.03607    0.00000    0.00000          0
   2.33079     37.87292    0.00000    0.00000          0
   2.34079     37.71116    0.00000    0.00000          0
   2.35079     37.55078    0.00000    0.00000          0
   2.36079     37.39175    0.00000    0.00000          0
   2.37079     37.23407    0.00000    0.00000          0
   2.38078     37.07771    0.00000    0.00000          0
   2.39078     36.92267    0.00000    0.00000          0
   2.40078     36.76891    0.00000    0.00000          0
   2.41078     36.61642    0.00000    0.00000          0
   2.42078     36.46520    0.00000    0.00000          0
   2.43078     36.31522    0.00000    0.00000          0
   2.44078     36.16647    0.00000    0.00000          0
   2.45078     36.01894    0.00000    0.00000          0
   2.46078     35.87260    0.00000    0.00000          0
   2.47078     35.72745    0.00000    0.00000          0
   2.48078     35.58347    0.00000    0.00000          0
   2.49077     35.44064    0.00000    0.00000          0
   2.50077     35.29896    0.00000    0.00000          0
   2.51077     35.15840    0.00000    0.00000          0
   2.52077     35.01896    0.00000    0.00000          0
   2.53077     34.88063    0.00000    0.00000          0
   2.54077     34.74338    0.00000    0.00000          0
   2.55077     34.60720    0.00000    0.00000          0
   2.56077     34.47210    0.00000    0.00000          0
   2.57077     34.33804    0.00000    0.00000          0
   2.58077     34.20502    0.00000    0.00000          0
   2.59077     34.07303    0.00000    0.00000          0
   2.60076     33.94205    0.00000    0.00000          0
   2.61076     33.81207    0.00000    0.00000          0
   2.62076     33.68309    0.00000    0.00000          0
   2.63076     33.55509    0.00000    0.00000          0
   2.64076     33.42806    0.00000    0.00000          0
   2.65076     33.30198    0.00000    0.00000          0
   2.66076     33.17686    0.00000    0.00000          0
   2.67076     33.05267    0.00000    0.00000          0
   2.68076     32.92941    0.00000    0.00000          0
   2.69076     32.80706    0.00000    0.00000          0
   2.70076     32.68562    0.00000    0.00000          0
   2.71075     32.56508    0.00000    0.00000          0
   2.72075     32.44542    0.00000    0.00000          0
   2.73075     32.32664    0.00000    0.00000          0
   2.74075     32.20872    0.00000    0.00000          0
   2.75075     32.09166    0.00000    0.00000          0
   2.76075     31.97545    0.00000    0.00000          0
   2.77075     31.86008    0.00000    0.00000          0
   2.78075     31.74554    0.00000    0.00000          0
   2.79075     31.63182    0.00000    0.00000          0
   2.80075     31.51891    0.00000    0.00000          0
   2.81075     31.40681    0.00000    0.00000          0
   2.82074     31.29550    0.00000    0.00000          0
   2.83074     31.18498    0.00000    0.00000          0
   2.84074     31.07523    0.00000    0.00000          0
   2.85074     30.96626    0.00000    0.00000          0
   2.86074     30.85804    0.00000    0.00000          0
   2.87074     30.75058    0.00000    0.00000          0
   2.88074     30.64387    0.00000    0.00000          0
   2.89074     30.53789    0.00000    0.00000          0
   2.90074     30.43265    0.00000    0.00000          0
   2.91074     30.32813    0.00000    0.00000          0
   2.92074     30.22432    0.00000    0.00000          0
   2.93073     30.12123    0.00000    0.00000          0
   2.94073     30.01883    0.00000    0.00000          0
   2.95073     29.91713    0.00000    0.00000          0
   2.96073     29.81611    0.00000    0.00000          0
   2.97073     29.71578    0.00000    0.00000          0
   2.98073     29.61612    0.00000    0.00000          0
   2.99073     29.51712    0.00000    0.00000          0
   3.00073     29.41879    0.00000    0.00000          0
   3.01073     29.32110    0.00000    0.00000          0
   3.02073     29.22407    0.00000    0.00000          0
   3.03073     29.12767    0.00000    0.00000          0
   3.04072     29.03191    0.00000    0.00000          0
   3.05072     28.93678    0.00000    0.00000          0
   3.06072     28.84227    0.00000    0.00000          0
   3.07072     28.74837    0.00000    0.00000          0
   3.08072     28.65509    0.00000    0.00000          0
   3.09072     28.56240    0.00000    0.00000          0
   3.10072     28.47032    0.00000    0.00000          0
   3.11072     28.37883    0.00000    0.00000          0
   3.12072     28.28792    0.00000    0.00000          0
   3.13072     28.19760    0.00000    0.00000          0
   3.14072     28.10785    0.00000    0.00000          0
   3.15071     28.01866    0.00000    0.00000          0
   3.16071     27.93005    0.00000    0.00000          0
   3.17071     27.84199    0.00000    0.00000          0
   3.18071     27.75449    0.00000    0.00000          0
   3.19071     27.66753    0.00000    0.00000          0
   3.20071     27.58112    0.00000    0.00000          0
   3.21071     27.49525    0.00000    0.00000          0
   3.22071     27.40991    0.00000    0.00000          0
   3.23071     27.32510    0.00000    0.00000          0
   3.24071     27.24081    0.00000    0.00000          0
   3.25071     27.15704    0.00000    0.00000          0
   3.26070     27.07378    0.00000    0.00000          0
   3.27070     26.99103    0.00000    0.00000          0
   3.28070     26.90879    0.00000    0.00000          0
   3.29070     26.82705    0.00000    0.00000          0
   3.30070     26.74580    0.00000    0.00000          0
   3.31070     26.66505    0.00000    0.00000          0
   3.32070     26.58478    0.00000    0.00000          0
   3.33070     26.50499    0.00000    0.00000          0
   3.34070     26.42568    0.00000    0.00000          0
   3.35070     26.34684    0.00000    0.00000          0
